Key,Key_Pair,Flight_UD_s,Flight_DD_s,Dwell_Time_s,Is_Overlap,Session_WPM
<space>,u_<space>,0.18433141708374023,0.06817007064819336,0.07392764091491699,1,87.18
t,<space>_t,0.023911714553833008,0.09783935546875,0.07437252998352051,0,87.18
o,t_o,0.03885245323181152,0.11322498321533203,0.08709335327148438,0,87.18
d,o_d,0.010714054107666016,0.09780740737915039,0.0711359977722168,0,87.18
a,d_a,0.12902545928955078,0.20016145706176758,0.08444714546203613,0,87.18
y,a_y,0.010002613067626953,0.09444975852966309,0.08821797370910645,0,87.18
<space>,y_<space>,0.0758204460144043,0.06581783294677734,0.0886232852935791,1,87.18
a,<space>_a,0.10340690612792969,0.1920301914215088,0.1004025936126709,0,87.18
n,a_n,0.05852651596069336,0.15892910957336426,0.09444212913513184,0,87.18
d,n_d,0.0009961128234863281,0.09543824195861816,0.08244538307189941,0,87.18
<space>,d_<space>,0.03989291191101074,0.12233829498291016,0.06415557861328125,0,87.18
w,<space>_w,0.03575539588928223,0.09991097450256348,0.09380960464477539,0,87.18
<backspace>,w_<backspace>,0.6931314468383789,0.7869410514831543,0.0663442611694336,0,87.18
h,START,0.0,0.0,0.07475543022155762,1,82.74
e,h_e,0.0,0.0612788200378418,0.09659957885742188,1,82.74
y,e_y,0.025811195373535156,0.12241077423095703,0.09755253791809082,0,82.74
<space>,y_<space>,0.09714770317077637,0.07133650779724121,0.09462618827819824,1,82.74
i,<space>_i,0.07035207748413086,0.1649782657623291,0.08610892295837402,0,82.74
m,i_m,0.13662290573120117,0.2227318286895752,0.09050464630126953,0,82.74
<space>,m_<space>,0.20321893692016602,0.06659603118896484,0.08048057556152344,1,82.74
u,<space>_u,0.06392359733581543,0.14440417289733887,0.12328100204467773,0,82.74
s,u_s,0.12897872924804688,0.06505513191223145,0.07892680168151855,1,82.74
e,s_e,0.0919194221496582,0.17084622383117676,0.07984733581542969,0,82.74
r,e_r,0.07206487655639648,0.15191221237182617,0.0727989673614502,0,82.74
<space>,r_<space>,0.025276899337768555,0.09807586669921875,0.09206700325012207,0,82.74
2,<space>_2,0.022026538848876953,0.11409354209899902,0.10440397262573242,0,82.74
<space>,2_<space>,0.0010204315185546875,0.10542440414428711,0.09012389183044434,0,82.74
a,<space>_a,0.034403085708618164,0.1245269775390625,0.09042668342590332,0,82.74
n,a_n,0.008986234664916992,0.09941291809082031,0.10157656669616699,0,82.74
d,n_d,0.005655050277709961,0.10723161697387695,0.08912086486816406,0,82.74
<space>,d_<space>,0.009251117706298828,0.09837198257446289,0.0813436508178711,0,82.74
i,<space>_i,0.05617356300354004,0.13751721382141113,0.12112593650817871,0,82.74
<space>,i_<space>,0.1321578025817871,0.07598423957824707,0.11664891242980957,1,82.74
c,<space>_c,0.0030035972595214844,0.11965250968933105,0.07065272331237793,0,82.74
a,c_a,0.1135108470916748,0.18416357040405273,0.0908207893371582,0,82.74
n,a_n,0.16561317443847656,0.05210232734680176,0.05037522315979004,1,82.74
n,n_n,0.07946562767028809,0.12984085083007812,0.09586024284362793,0,82.74
t,n_t,0.10861921310424805,0.20447945594787598,0.08777022361755371,0,82.74
o,t_o,0.11361289024353027,0.0049936771392822266,0.11136293411254883,1,82.74
<space>,o_<space>,0.06211447715759277,0.1734774112701416,0.08866596221923828,0,82.74
s,<space>_s,0.12105822563171387,0.058943748474121094,0.05866551399230957,1,82.74
o,s_o,0.13575029373168945,0.19441580772399902,0.057442665100097656,0,82.74
t,o_t,0.14883160591125488,0.01308131217956543,0.07377219200134277,1,82.74
p,t_p,0.07947039604187012,0.1532425880432129,0.10945439338684082,0,82.74
<space>,p_<space>,0.15202617645263672,0.0725557804107666,0.12415599822998047,1,82.74
t,<space>_t,0.031780242919921875,0.15593624114990234,0.08555436134338379,0,82.74
<down>,t_<down>,0.043304443359375,0.1288588047027588,0.03465557098388672,0,82.74
y,<down>_y,0.04715228080749512,0.003847837448120117,0.08002734184265137,1,82.74
p,y_p,0.1319887638092041,0.21201610565185547,0.052323341369628906,0,82.74
o,p_o,0.14240479469299316,0.010416030883789062,0.0659337043762207,1,82.74
i,o_i,0.07679462432861328,0.14272832870483398,0.08293271064758301,0,82.74
n,i_n,0.1084904670715332,0.1914231777191162,0.11497855186462402,0,82.74
g,n_g,0.20499634742736816,0.09650588035583496,0.08966350555419922,1,82.74
<space>,g_<space>,0.0181882381439209,0.10785174369812012,0.09316802024841309,0,82.74
w,<space>_w,0.062200307846069336,0.15536832809448242,0.08273148536682129,0,82.74
i,w_i,0.01575946807861328,0.09849095344543457,0.0995180606842041,0,82.74
t,i_t,0.010398626327514648,0.10991668701171875,0.09749412536621094,0,82.74
h,t_h,0.0009255409240722656,0.0984196662902832,0.09856534004211426,0,82.74
<space>,h_<space>,0.06135678291320801,0.06043124198913574,0.0924985408782959,1,82.74
s,<space>_s,0.013151407241821289,0.10564994812011719,0.07773900032043457,0,82.74
<space>,s_<space>,0.10114765167236328,0.17888665199279785,0.07344460487365723,0,82.74
<backspace>,<space>_<backspace>,0.23853182792663574,0.31197643280029297,0.10434556007385254,0,82.74
p,<backspace>_p,0.11867976188659668,0.22302532196044922,0.12668991088867188,0,82.74
<space>,p_<space>,0.0009405612945556641,0.12763047218322754,0.11556816101074219,0,82.74
m,<space>_m,0.1566638946533203,0.2722320556640625,0.11563992500305176,0,82.74
u,m_u,0.09845161437988281,0.21409153938293457,0.09066534042358398,0,82.74
c,u_c,0.18511629104614258,0.08666467666625977,0.08855509757995605,1,82.74
h,c_h,0.016042709350585938,0.10459780693054199,0.11388826370239258,0,82.74
<space>,h_<space>,0.07931208610534668,0.06326937675476074,0.11319255828857422,1,82.74
d,<space>_d,0.06658124923706055,0.17977380752563477,0.0794377326965332,0,82.74
a,d_a,0.11925959587097168,0.19869732856750488,0.06131124496459961,0,82.74
t,a_t,0.0358433723449707,0.09715461730957031,0.07248854637145996,0,82.74
a,t_a,0.0019683837890625,0.07445693016052246,0.06822633743286133,0,82.74
<space>,a_<space>,0.010392427444458008,0.07861876487731934,0.06845211982727051,0,82.74
a,<space>_a,0.15361285209655762,0.22206497192382812,0.06708526611328125,0,82.74
a,a_a,0.07531404495239258,0.14239931106567383,0.08911561965942383,0,82.74
a,a_a,0.08243322372436523,0.17154884338378906,0.07281780242919922,0,82.74
<space>,a_<space>,0.05699634552001953,0.12981414794921875,0.07662820816040039,0,82.74
h,START,0.0,0.0,0.061507463455200195,1,98.28
e,h_e,0.0,0.05720233917236328,0.1030113697052002,1,98.28
y,e_y,0.0010101795196533203,0.10402154922485352,0.09577369689941406,0,98.28
<space>,y_<space>,0.08688592910766602,0.0858757495880127,0.08861684799194336,1,98.28
i,<space>_i,0.05997753143310547,0.14859437942504883,0.08422374725341797,0,98.28
m,i_m,0.10362982749938965,0.18785357475280762,0.11603093147277832,0,98.28
<space>,m_<space>,0.16792988777160645,0.0643000602722168,0.08990192413330078,1,98.28
a,<space>_a,0.02763199806213379,0.07936286926269531,0.06973624229431152,0,98.28
<space>,a_<space>,0.026973247528076172,0.0967094898223877,0.06781649589538574,0,98.28
n,<space>_n,0.07399392127990723,0.14181041717529297,0.07425522804260254,0,98.28
i,n_i,0.08386492729187012,0.15812015533447266,0.10441923141479492,0,98.28
c,i_c,0.1384737491607666,0.054608821868896484,0.07142448425292969,1,98.28
<space>,e_<space>,0.1176767349243164,0.014081954956054688,0.06100869178771973,1,98.28
e,c_e,0.10359477996826172,0.1750192642211914,0.07754802703857422,0,98.28
p,<space>_p,0.06261587142944336,0.1260819435119629,0.08969855308532715,0,98.28
e,p_e,0.1297774314880371,0.06716156005859375,0.03905797004699707,1,98.28
r,e_r,0.10751461982727051,0.14657258987426758,0.01055002212524414,0,98.28
s,r_s,0.09933900833129883,0.10988903045654297,0.07842516899108887,0,98.28
o,s_o,0.1295320987701416,0.030193090438842773,0.05615830421447754,1,98.28
n,o_n,0.10017132759094238,0.15632963180541992,0.10170722007751465,0,98.28
a,<space>_a,0.19388604164123535,0.02588057518005371,0.07364916801452637,1,98.28
<space>,n_<space>,0.16800546646118164,0.06783413887023926,0.10253262519836426,1,98.28
n,a_n,0.04806113243103027,0.12471318244934082,0.08910012245178223,0,98.28
d,n_d,0.12494897842407227,0.07688784599304199,0.06869721412658691,1,98.28
<space>,d_<space>,0.048101186752319336,0.06031346321105957,0.07485151290893555,0,98.28
i,<space>_i,0.014071226119995117,0.08892273902893066,0.10716462135314941,0,98.28
<space>,i_<space>,0.10970830917358398,0.09563708305358887,0.03766918182373047,1,98.28
l,<space>_l,0.07765841484069824,0.11532759666442871,0.06649994850158691,0,98.28
v,o_v,0.09596943855285645,0.020304441452026367,0.07002043724060059,1,98.28
o,l_o,0.07566499710083008,0.142164945602417,0.10683178901672363,0,98.28
e,v_e,0.0977170467376709,0.18424439430236816,0.06922721862792969,0,98.28
<space>,e_<space>,0.15152883529663086,0.05381178855895996,0.07984328269958496,1,98.28
t,<space>_t,0.05156135559082031,0.13140463829040527,0.07221245765686035,0,98.28
o,t_o,0.08649301528930664,0.03493165969848633,0.10101127624511719,1,98.28
<space>,o_<space>,0.02038264274597168,0.0576634407043457,0.1108548641204834,0,98.28
w,<space>_w,0.1051797866821289,0.2160346508026123,0.08535385131835938,0,98.28
i,w_i,0.010165929794311523,0.0955197811126709,0.0635383129119873,0,98.28
n,i_n,0.09069156646728516,0.15422987937927246,0.11771297454833984,0,98.28
<space>,n_<space>,0.16276168823242188,0.07207012176513672,0.09786748886108398,1,98.28
s,<space>_s,0.1302025318145752,0.22807002067565918,0.06011652946472168,0,98.28
<backspace>,s_<backspace>,0.38553786277770996,0.44565439224243164,0.0986788272857666,0,98.28
t,<backspace>_t,0.48223090171813965,0.09669303894042969,0.10192298889160156,1,98.28
h,t_h,0.09393882751464844,0.09592461585998535,0.07349157333374023,0,98.28
i,h_i,0.09621357917785645,0.16970515251159668,0.08231210708618164,0,98.28
n,i_n,0.08720231056213379,0.16951441764831543,0.08682465553283691,0,98.28
g,n_g,0.0054721832275390625,0.09229683876037598,0.06430196762084961,0,98.28
s,START_s,0.0000,0.0000,0.0770,0,13.64
1,START_1,0.0000,0.0000,0.1120,0,14.81
1,START_1,0.0000,0.0000,0.0870,0,15.71
1,START_1,0.0000,0.0000,0.0730,0,9.18
2,START_2,0.0000,0.0000,0.1070,0,15.19
3,START_3,0.0000,0.0000,0.1570,0,14.37
4,START_4,0.0000,0.0000,0.1520,0,11.08
7,START_7,0.0000,0.0000,0.1020,0,14.1
2,START_2,0.0000,0.0000,0.1550,0,14.94
1,START_1,0.0000,0.0000,0.1570,0,23.28
2,1_2,0.0010,0.1580,0.0990,1,23.28
