Key,Key_Pair,Flight_UD_s,Flight_DD_s,Dwell_Time_s,Is_Overlap,Session_WPM
<space>,i_<space>,0.0597,0.1272,0.0774,0,50.04
t,<space>_t,0.0653,0.1426,0.1109,0,50.04
o,t_o,0.0721,0.1830,0.0577,0,50.04
l,o_l,0.0831,0.1408,0.0963,0,50.04
d,l_d,0.0025,0.0988,0.1572,0,50.04
<space>,d_<space>,0.0898,0.0873,0.1088,1,50.04
<shift>,<space>_<shift>,0.3399,0.4487,0.2421,0,50.04
i,R_i,0.0975,0.2246,0.0847,0,50.04
s,i_s,0.0156,0.1002,0.1041,0,50.04
h,s_h,0.0320,0.1361,0.0921,0,50.04
i,h_i,0.1041,0.0721,0.1181,1,50.04
<space>,i_<space>,0.0819,0.1020,0.1195,0,50.04
w,<space>_w,0.0982,0.2177,0.1556,0,50.04
e,w_e,0.2304,0.1323,0.1479,1,50.04
<space>,e_<space>,0.0828,0.1062,0.1423,0,50.04
w,<space>_w,0.0434,0.1857,0.1357,0,50.04
i,w_i,0.0785,0.2142,0.0623,0,50.04
l,i_l,0.1008,0.1631,0.0580,0,50.04
l,l_l,0.0671,0.1252,0.0959,0,50.04
<space>,l_<space>,0.0115,0.1074,0.1363,0,50.04
g,<space>_g,0.0941,0.2304,0.1208,0,50.04
o,g_o,0.0087,0.1295,0.0966,0,50.04
<space>,o_<space>,0.0513,0.1479,0.1278,0,50.04
t,<space>_t,0.0496,0.1774,0.0996,0,50.04
o,t_o,0.0480,0.1477,0.0768,0,50.04
<space>,o_<space>,0.0697,0.1466,0.1502,0,50.04
e,<space>_e,0.0246,0.1748,0.1667,0,50.04
a,e_a,0.1808,0.1562,0.0893,1,50.04
t,a_t,0.1594,0.2487,0.1428,0,50.04
<space>,t_<space>,0.2642,0.1048,0.1141,1,50.04
<shift>,<space>_<shift>,0.7352,0.8493,0.0941,0,50.04
l,<shift>_l,0.2455,0.3395,0.0710,0,50.04
u,l_u,0.1289,0.1998,0.0676,0,50.04
n,u_n,0.1417,0.2093,0.0790,0,50.04
c,n_c,0.0891,0.1681,0.1060,0,50.04
h,c_h,0.0765,0.1825,0.0616,0,50.04
<space>,h_<space>,1.9274,1.9889,0.1468,0,50.04
n,<space>_n,0.6835,0.8303,0.1331,0,50.04
o,n_o,0.0238,0.1569,0.1734,0,50.04
w,o_w,0.1616,0.1378,0.2197,1,50.04
<space>,w_<space>,0.0898,0.1254,0.1365,0,50.04
i,<space>_i,0.1640,0.3005,0.0677,0,50.04
<space>,i_<space>,0.0723,0.1399,0.1397,0,50.04
t,<space>_t,0.1645,0.3042,0.0973,0,50.04
h,t_h,0.0509,0.1482,0.1571,0,50.04
i,h_i,0.1806,0.1297,0.1315,1,50.04
n,i_n,0.0769,0.2084,0.0996,0,50.04
k,n_k,0.0415,0.1410,0.1483,0,50.04
<space>,k_<space>,0.0179,0.1662,0.1323,0,50.04
h,<space>_h,0.0455,0.1778,0.0963,0,50.04
e,h_e,0.0342,0.1305,0.1772,0,50.04
<space>,e_<space>,0.1284,0.0942,0.1442,1,50.04
i,<space>_i,0.0370,0.1812,0.0989,0,50.04
s,i_s,0.0354,0.1344,0.1434,0,50.04
<space>,s_<space>,0.1096,0.0742,0.1278,1,50.04
g,<space>_g,0.2498,0.3776,0.1289,0,50.04
o,g_o,0.0189,0.1478,0.0791,0,50.04
i,o_i,0.0891,0.1682,0.0686,0,50.04
n,i_n,0.0871,0.1557,0.0973,0,50.04
g,n_g,0.1144,0.2117,0.1428,0,50.04
<space>,g_<space>,0.2316,0.1172,0.1056,1,50.04
t,<space>_t,0.0345,0.1401,0.1192,0,50.04
o,t_o,0.0503,0.1695,0.0929,0,50.04
<space>,o_<space>,0.0590,0.1519,0.1219,0,50.04
o,<space>_o,0.4061,0.5279,0.1038,0,50.04
r,o_r,0.0408,0.1446,0.0936,0,50.04
d,r_d,0.1012,0.1948,0.0929,0,50.04
e,d_e,0.0762,0.1691,0.1219,0,50.04
r,e_r,0.0541,0.1761,0.1471,0,50.04
<space>,r_<space>,0.1714,0.1173,0.1063,1,50.04
p,<space>_p,0.1383,0.2447,0.1035,0,50.04
a,p_a,0.1165,0.2200,0.1002,0,50.04
l,a_l,0.0244,0.1247,0.0893,0,50.04
a,l_a,0.0505,0.1398,0.1166,0,50.04
k,a_k,0.0489,0.1655,0.0779,0,50.04
<space>,k_<space>,0.2266,0.3045,0.1252,0,50.04
p,<space>_p,0.3746,0.4998,0.1322,0,50.04
a,p_a,0.0798,0.2119,0.1312,0,50.04
n,a_n,0.2751,0.4063,0.0911,0,50.04
e,n_e,0.0211,0.1122,0.1272,0,50.04
e,e_e,0.0746,0.2018,0.1022,0,50.04
r,e_r,0.0993,0.2015,0.1078,0,50.04
<space>,r_<space>,0.1967,0.0973,0.1251,1,50.04
o,<space>_o,0.1176,0.2427,0.1304,0,50.04
n,o_n,0.1574,0.2878,0.0651,0,50.04
l,n_l,0.1072,0.1723,0.0816,0,50.04
y,l_y,0.1586,0.2401,0.0797,0,50.04
<space>,y_<space>,0.7928,0.8725,0.0935,0,50.04
b,<space>_b,0.1910,0.2845,0.1808,0,50.04
u,b_u,0.3215,0.1306,0.1477,1,50.04
t,u_t,0.0020,0.1498,0.1456,0,50.04
<space>,t_<space>,0.1243,0.1222,0.1382,1,50.04
i,<space>_i,0.4581,0.5962,0.0652,0,50.04
<space>,i_<space>,0.0899,0.1550,0.1117,0,50.04
t,<space>_t,0.0912,0.2029,0.0981,0,50.04
h,t_h,0.0396,0.1377,0.1783,0,50.04
i,h_i,0.1848,0.1452,0.1074,1,50.04
n,i_n,0.0954,0.2028,0.0866,0,50.04
k,n_k,0.0730,0.1596,0.1451,0,50.04
<space>,k_<space>,0.0074,0.1524,0.1152,0,50.04
t,<space>_t,0.0404,0.1556,0.1029,0,50.04
h,t_h,0.0221,0.1249,0.1007,0,50.04
a,h_a,0.1166,0.0945,0.0995,1,50.04
t,a_t,0.0820,0.1814,0.1373,0,50.04
<space>,t_<space>,0.1901,0.1081,0.1123,1,50.04
o,<space>_o,0.0733,0.1856,0.1377,0,50.04
<backspace>,o_<backspace>,0.5417,0.6794,0.1279,0,50.04
a,<backspace>_a,0.0760,0.2038,0.1158,0,50.04
n,a_n,0.0307,0.1465,0.1038,0,50.04
f,d_f,0.0344,0.0030,0.0815,1,50.04
d,n_d,0.0314,0.1353,0.1428,0,50.04
<space>,f_<space>,0.0811,0.0467,0.1114,1,50.04
o,<space>_o,0.2319,0.3433,0.1061,0,50.04
n,o_n,0.0876,0.1937,0.1011,0,50.04
e,n_e,0.1772,0.0896,0.1739,1,50.04
<space>,e_<space>,0.1211,0.1327,0.1240,0,50.04
s,<space>_s,0.9087,1.0327,0.0973,0,50.04
t,s_t,0.0994,0.1968,0.0962,0,50.04
a,t_a,0.0700,0.1662,0.1467,0,50.04
r,a_r,0.0249,0.1716,0.1079,0,50.04
t,r_t,0.1105,0.2184,0.1234,0,50.04
e,t_e,0.0068,0.1302,0.2157,0,50.04
r,e_r,0.1373,0.1305,0.1433,1,50.04
<space>,r_<space>,0.0795,0.2228,0.1628,0,50.04
w,<space>_w,0.0652,0.2280,0.1653,0,50.04
i,w_i,0.1059,0.2711,0.0573,0,50.04
l,i_l,0.1057,0.1630,0.0627,0,50.04
l,l_l,0.0706,0.1333,0.1130,0,50.04
<space>,l_<space>,0.0283,0.1413,0.1344,0,50.04
f,<space>_f,0.5751,0.7096,0.0822,0,50.04
i,f_i,0.1318,0.2141,0.0744,0,50.04
l,i_l,0.1099,0.1843,0.0591,0,50.04
l,l_l,0.0624,0.1215,0.1082,0,50.04
<space>,l_<space>,0.1625,0.1001,0.1198,1,50.04
u,<space>_u,0.1756,0.2954,0.0850,0,50.04
p,u_p,0.0559,0.1409,0.1611,0,50.04
<space>,p_<space>,0.0258,0.1869,0.1356,0,50.04
t,<space>_t,0.1937,0.3293,0.0924,0,50.04
u,t_u,0.0999,0.1923,0.0772,0,50.04
m,u_m,0.1139,0.1910,0.0627,0,50.04
m,m_m,0.0661,0.1288,0.0862,0,50.04
y,m_y,0.1517,0.2379,0.0878,0,50.04
<space>,y_<space>,0.8546,0.9424,0.1010,0,50.04
n,<space>_n,0.1646,0.2657,0.1109,0,50.04
o,n_o,0.0727,0.1836,0.1916,0,50.04
w,o_w,0.2314,0.1587,0.2065,1,50.04
<space>,w_<space>,0.0664,0.0994,0.1417,0,50.04
l,<space>_l,0.1867,0.3284,0.1314,0,50.04
e,l_e,0.2705,0.0838,0.1318,1,50.04
t,e_t,0.1381,0.2699,0.1076,0,50.04
<space>,t_<space>,0.1497,0.2573,0.1160,0,50.04
s,<space>_s,1.3335,1.4495,0.1559,0,50.04
e,s_e,1.4816,0.1480,0.1163,1,50.04
e,e_e,0.0950,0.2113,0.1842,0,50.04
<space>,e_<space>,0.2614,0.4456,0.1653,0,50.04
i,<space>_i,0.1962,0.3615,0.0946,0,50.04
f,i_f,0.0603,0.1549,0.1702,0,50.04
<space>,f_<space>,0.1814,0.1211,0.1016,1,50.04
h,<space>_h,0.0944,0.1960,0.1063,0,50.04
e,h_e,0.1830,0.0886,0.1819,1,50.04
<space>,e_<space>,0.1132,0.1309,0.0990,0,50.04
i,<space>_i,0.0098,0.1087,0.1103,0,50.04
s,i_s,0.0308,0.1411,0.1644,0,50.04
<space>,s_<space>,0.1441,0.1133,0.0634,1,50.04
g,<space>_g,0.2179,0.2813,0.1153,0,50.04
o,g_o,0.0477,0.1630,0.0916,0,50.04
n,o_n,0.1151,0.2067,0.0621,0,50.04
n,n_n,0.0750,0.1371,0.1188,0,50.04
a,n_a,0.1667,0.0917,0.1820,1,50.04
<space>,a_<space>,0.0862,0.1133,0.1395,0,50.04
c,<space>_c,0.1327,0.2722,0.1491,0,50.04
h,c_h,0.0131,0.1621,0.0801,0,50.04
o,h_o,0.1260,0.2061,0.0626,0,50.04
o,o_o,0.0656,0.1282,0.1364,0,50.04
s,o_s,0.0076,0.1440,0.1379,0,50.04
e,s_e,0.1049,0.0973,0.1637,1,50.04
<space>,e_<space>,0.0853,0.1259,0.1145,0,50.04
t,<space>_t,0.0705,0.1849,0.1006,0,50.04
h,t_h,0.0307,0.1313,0.1164,0,50.04
e,h_e,0.1389,0.1082,0.1543,1,50.04
<space>,e_<space>,0.0622,0.2164,0.1522,0,50.04
s,<space>_s,0.1557,0.3079,0.1580,0,50.04
a,s_a,0.2460,0.0902,0.1440,1,50.04
m,a_m,0.0444,0.1884,0.1253,0,50.04
e,m_e,0.1597,0.1153,0.1326,1,50.04
<space>,e_<space>,0.3283,0.4609,0.1561,0,50.04
s,<space>_s,0.0192,0.1753,0.1621,0,50.04
t,s_t,0.0616,0.2238,0.1088,0,50.04
u,t_u,0.0957,0.2045,0.0821,0,50.04
f,u_f,0.0792,0.1613,0.0864,0,50.04
f,f_f,0.0608,0.1472,0.1152,0,50.04
<space>,f_<space>,0.0023,0.1176,0.1262,0,50.04
o,<space>_o,0.0747,0.2009,0.1235,0,50.04
r,o_r,0.0580,0.1815,0.1393,0,50.04
<space>,r_<space>,0.1752,0.1171,0.0988,1,50.04
i,<space>_i,0.1111,0.2099,0.1238,0,50.04
s,i_s,0.0242,0.1480,0.1342,0,50.04
<space>,s_<space>,0.1161,0.0919,0.0863,1,50.04
<backspace>,<space>_<backspace>,0.3238,0.4101,0.0799,0,50.04
<backspace>,<backspace>_<backspace>,1.2343,1.3142,0.1146,0,50.04
f,<backspace>_f,0.6916,0.8063,0.1444,0,50.04
<space>,f_<space>,0.7901,0.0985,0.1129,1,50.04
h,<space>_h,0.0836,0.1965,0.0882,0,50.04
e,h_e,0.0132,0.1014,0.1620,0,50.04
<space>,e_<space>,0.0971,0.0839,0.1084,1,50.04
i,<space>_i,0.3135,0.4219,0.0912,0,50.04
s,i_s,0.0152,0.1064,0.1557,0,50.04
<enter>,s_<enter>,0.2930,0.4487,0.0675,0,50.04
i,<enter>_i,1.4321,1.4996,0.1067,0,50.04
s,i_s,0.2878,0.3945,0.1546,0,50.04
<space>,s_<space>,0.3681,0.0803,0.1277,1,50.04
g,<space>_g,0.2166,0.3443,0.1003,0,50.04
o,g_o,0.0607,0.1610,0.0910,0,50.04
i,o_i,0.1000,0.1911,0.0454,0,50.04
n,i_n,0.1039,0.1493,0.0920,0,50.04
<space>,n_<space>,0.0719,0.1639,0.1579,0,50.04
t,<space>_t,0.5042,0.6621,0.1006,0,50.04
o,t_o,0.0460,0.1466,0.1259,0,50.04
<space>,o_<space>,0.0408,0.1666,0.1153,0,50.04
g,<space>_g,0.4528,0.5681,0.0846,0,50.04
o,g_o,0.0754,0.1599,0.0966,0,50.04
<space>,o_<space>,0.0330,0.1296,0.1202,0,50.04
w,<space>_w,0.0585,0.1787,0.1355,0,50.04
i,w_i,0.0513,0.1867,0.0794,0,50.04
t,i_t,0.0746,0.1541,0.0798,0,50.04
h,t_h,0.0694,0.1492,0.0908,0,50.04
<space>,h_<space>,0.0362,0.1270,0.1501,0,50.04
a,<space>_a,0.0499,0.2000,0.1577,0,50.04
<space>,a_<space>,0.1775,0.1276,0.1218,1,50.04
d,<space>_d,0.3906,0.5124,0.1476,0,50.04
i,d_i,0.0991,0.2467,0.0910,0,50.04
f,i_f,0.0174,0.1084,0.0720,0,50.04
f,f_f,0.0660,0.1381,0.1382,0,50.04
e,f_e,0.0564,0.1946,0.1678,0,50.04
r,e_r,0.1843,0.1279,0.1458,1,50.04
e,r_e,0.0019,0.1477,0.1321,0,50.04
n,e_n,0.0649,0.1969,0.1252,0,50.04
t,n_t,0.0057,0.1309,0.1651,0,50.04
<space>,t_<space>,0.0059,0.1710,0.1321,0,50.04
t,<space>_t,0.6592,0.7913,0.1143,0,50.04
y,t_y,0.1560,0.2702,0.0932,0,50.04
p,y_p,0.1519,0.2451,0.1518,0,50.04
e,p_e,0.0302,0.1820,0.1802,0,50.04
<space>,e_<space>,0.1452,0.1150,0.1218,1,50.04
o,<space>_o,0.1450,0.2667,0.1055,0,50.04
f,o_f,0.0303,0.1358,0.1530,0,50.04
<space>,f_<space>,0.1355,0.1053,0.1319,1,50.04
i,START,0.0,0.0,0.04431915283203125,1,36.34
s,i_s,0.007071495056152344,0.051390647888183594,0.1824498176574707,0,36.34
<space>,s_<space>,0.10967755317687988,0.10260605812072754,0.14068841934204102,1,36.34
i,<space>_i,0.0009052753448486328,0.14159369468688965,0.0961453914642334,0,36.34
t,i_t,0.12481379508972168,0.22095918655395508,0.19368410110473633,0,36.34
<space>,t_<space>,0.27582740783691406,0.15101361274719238,0.21873688697814941,1,36.34
f,<space>_f,0.23720765113830566,0.4559445381164551,0.022444725036621094,0,36.34
o,f_o,0.7424397468566895,0.7648844718933105,0.05353283882141113,0,36.34
<backspace>,o_<backspace>,0.35732412338256836,0.4108569622039795,0.07228207588195801,0,36.34
<backspace>,<backspace>_<backspace>,0.07462954521179199,0.14691162109375,0.09623408317565918,0,36.34
g,<backspace>_g,0.5431485176086426,0.6393826007843018,0.08006787300109863,0,36.34
o,g_o,0.0626373291015625,0.14270520210266113,0.07522773742675781,0,36.34
n,o_n,0.14687895774841309,0.2221066951751709,0.05162978172302246,0,36.34
n,n_n,0.06695437431335449,0.11858415603637695,0.10757017135620117,0,36.34
a,n_a,0.16019988059997559,0.0932455062866211,0.17332792282104492,1,36.34
<space>,a_<space>,0.0712733268737793,0.08559799194335938,0.134765625,0,36.34
b,<space>_b,0.13054513931274414,0.26531076431274414,0.09063363075256348,0,36.34
<space>,b_<space>,0.15575766563415527,0.24639129638671875,0.10957980155944824,0,36.34
a,<space>_a,0.13058996200561523,0.24016976356506348,0.21842288970947266,0,36.34
<space>,a_<space>,0.26278138160705566,0.13219141960144043,0.12641525268554688,1,36.34
p,<space>_p,0.16601920127868652,0.2924344539642334,0.10014772415161133,0,36.34
l,p_l,0.09502267837524414,0.19517040252685547,0.08186554908752441,0,36.34
<backspace>,l_<backspace>,0.3481161594390869,0.42998170852661133,0.137343168258667,0,36.34
a,<backspace>_a,0.15505266189575195,0.29239583015441895,0.13717317581176758,0,36.34
l,a_l,0.14332842826843262,0.2805016040802002,0.08630561828613281,0,36.34
a,l_a,0.01630687713623047,0.10261249542236328,0.1293182373046875,0,36.34
k,a_k,0.029068946838378906,0.1583871841430664,0.08386993408203125,0,36.34
s,k_s,0.08304977416992188,0.16691970825195312,0.12864923477172852,0,36.34
<space>,s_<space>,0.1715388298034668,0.08848905563354492,0.10688519477844238,1,36.34
p,<space>_p,0.18006348609924316,0.28694868087768555,0.12574529647827148,0,36.34
a,p_a,0.013598918914794922,0.1393442153930664,0.12830305099487305,0,36.34
n,a_n,0.7064025402069092,0.8347055912017822,0.030804157257080078,0,36.34
<backspace>,n_<backspace>,0.6522293090820312,0.6830334663391113,0.12714767456054688,0,36.34
a,<backspace>_a,0.1022953987121582,0.22944307327270508,0.14348292350769043,0,36.34
n,a_n,0.21042990684509277,0.3539128303527832,0.0655355453491211,0,36.34
e,n_e,0.06275796890258789,0.12829351425170898,0.06307125091552734,0,36.34
e,e_e,0.06251692771911621,0.12558817863464355,0.06092023849487305,0,36.34
r,e_r,0.08740711212158203,0.14832735061645508,0.12352514266967773,0,36.34
<space>,r_<space>,0.17752599716186523,0.0901188850402832,0.12291097640991211,1,36.34
l,<space>_l,0.9271881580352783,1.0500991344451904,0.09562158584594727,0,36.34
u,l_u,0.18014812469482422,0.2757697105407715,0.09611701965332031,0,36.34
n,u_n,0.11158180236816406,0.20769882202148438,0.09789323806762695,0,36.34
c,n_c,0.06006813049316406,0.15796136856079102,0.13093233108520508,0,36.34
h,c_h,0.039856910705566406,0.17078924179077148,0.07044196128845215,0,36.34
h,START,0.0,0.0,0.0020139217376708984,1,31.34
e,h_e,0.21283316612243652,0.21484708786010742,0.030095815658569336,0,31.34
l,e_l,0.2701084613800049,0.3002042770385742,0.04940390586853027,0,31.34
l,l_l,0.1963672637939453,0.24577116966247559,0.059171438217163086,0,31.34
o,l_o,0.24500083923339844,0.3041722774505615,0.05027508735656738,0,31.34
<space>,o_<space>,0.70853590965271,0.7588109970092773,0.04326510429382324,0,31.34
c,<space>_c,0.2405543327331543,0.28381943702697754,0.033127546310424805,0,31.34
a,c_a,0.4608457088470459,0.4939732551574707,0.04487180709838867,0,31.34
n,a_n,0.28481602668762207,0.32968783378601074,0.053508758544921875,0,31.34
<space>,n_<space>,0.31042003631591797,0.36392879486083984,0.04428458213806152,0,31.34
u,<space>_u,0.2873995304107666,0.3316841125488281,0.043706417083740234,0,31.34
<space>,u_<space>,0.5147287845611572,0.5584352016448975,0.04752063751220703,0,31.34
d,<space>_d,0.7160239219665527,0.7635445594787598,0.05480074882507324,0,31.34
e,d_e,0.6429131031036377,0.6977138519287109,0.054611921310424805,0,31.34
t,e_t,0.27231812477111816,0.32693004608154297,0.05354022979736328,0,31.34
e,t_e,0.3035154342651367,0.3570556640625,0.08817219734191895,0,31.34
c,e_c,0.2826523780822754,0.37082457542419434,0.062425851821899414,0,31.34
t,c_t,0.28951263427734375,0.35193848609924316,0.0588381290435791,0,31.34
<space>,t_<space>,0.15968990325927734,0.21852803230285645,0.0955348014831543,0,31.34
w,<space>_w,0.34810304641723633,0.4436378479003906,0.062178850173950195,0,31.34
h,w_h,0.18823027610778809,0.2504091262817383,0.05280637741088867,0,31.34
a,h_a,0.2877485752105713,0.34055495262145996,0.14289021492004395,0,31.34
t,a_t,0.3761255741119385,0.5190157890319824,0.0613400936126709,0,31.34
<space>,t_<space>,0.1362287998199463,0.1975688934326172,0.07114958763122559,0,31.34
u,<space>_u,0.3537137508392334,0.424863338470459,0.04804372787475586,0,31.34
s,u_s,0.41278839111328125,0.4608321189880371,0.09977865219116211,0,31.34
e,s_e,0.3434176445007324,0.44319629669189453,0.07308697700500488,0,31.34
r,e_r,0.19286870956420898,0.26595568656921387,0.05545973777770996,0,31.34
<space>,r_<space>,0.09272885322570801,0.14818859100341797,0.07190346717834473,0,31.34
i,<space>_i,0.3867976665496826,0.45870113372802734,0.03528714179992676,0,31.34
<space>,i_<space>,0.43137335777282715,0.4666604995727539,0.047956228256225586,0,31.34
a,<space>_a,0.24935150146484375,0.29730772972106934,0.21114683151245117,0,31.34
m,a_m,0.03285551071166992,0.2440023422241211,0.05038022994995117,0,31.34
