Key,Key_Pair,Flight_UD_s,Flight_DD_s,Dwell_Time_s,Is_Overlap,Session_WPM
n,i_n,0.09491801261901855,0.15810751914978027,0.043447017669677734,0,84.64
<space>,n_<space>,0.08787012100219727,0.131317138671875,0.05720686912536621,0,84.64
t,<space>_t,0.09926152229309082,0.15646839141845703,0.09133410453796387,0,84.64
h,t_h,0.18466925621032715,0.08540773391723633,0.06566786766052246,1,84.64
i,h_i,0.12256526947021484,0.1882331371307373,0.05832314491271973,0,84.64
s,i_s,0.05720353126525879,0.11552667617797852,0.09116125106811523,0,84.64
<space>,s_<space>,0.01844167709350586,0.1096029281616211,0.07534909248352051,0,84.64
u,<space>_u,0.43103718757629395,0.5063862800598145,0.06655359268188477,0,84.64
n,u_n,0.1023707389831543,0.16892433166503906,0.06753683090209961,0,84.64
i,n_i,0.10248970985412598,0.17002654075622559,0.05444073677062988,0,84.64
v,i_v,0.027415752410888672,0.08185648918151855,0.07645821571350098,0,84.64
e,v_e,0.08140373229980469,0.15786194801330566,0.0609281063079834,0,84.64
r,e_r,0.08493256568908691,0.1458606719970703,0.037830352783203125,0,84.64
s,r_s,0.09863734245300293,0.13646769523620605,0.07728123664855957,0,84.64
i,s_i,0.15170073509216309,0.053063392639160156,0.06192803382873535,1,84.64
t,i_t,0.06908607482910156,0.13101410865783691,0.05899763107299805,0,84.64
y,t_y,0.0706179141998291,0.12961554527282715,0.08099532127380371,0,84.64
a,START,0.0,0.0,0.10418462753295898,1,76.14
p,a_p,0.0,0.08589577674865723,0.04663991928100586,1,76.14
p,p_p,0.06183934211730957,0.10847926139831543,0.05148029327392578,0,76.14
l,p_l,0.08281588554382324,0.13429617881774902,0.05415177345275879,0,76.14
e,l_e,0.04656553268432617,0.10071730613708496,0.08408522605895996,0,76.14
<space>,e_<space>,0.11232423782348633,0.06575870513916016,0.06365489959716797,1,76.14
t,<space>_t,0.05304837226867676,0.11670327186584473,0.08496570587158203,0,76.14
o,t_o,0.1299893856048584,0.07694101333618164,0.03231358528137207,1,76.14
m,o_m,0.12101006507873535,0.15332365036010742,0.056984901428222656,0,76.14
a,m_a,0.04418039321899414,0.1011652946472168,0.08226585388183594,0,76.14
t,a_t,0.10476112365722656,0.1870269775390625,0.08714079856872559,0,76.14
o,t_o,0.06762528419494629,0.15476608276367188,0.047994375228881836,0,76.14
<space>,o_<space>,0.12781262397766113,0.17580699920654297,0.06555962562561035,0,76.14
w,<space>_w,0.2148599624633789,0.28041958808898926,0.0778954029083252,0,76.14
a,w_a,0.06160855293273926,0.13950395584106445,0.08859753608703613,0,76.14
t,a_t,0.0818634033203125,0.17046093940734863,0.06922698020935059,0,76.14
e,t_e,0.0945444107055664,0.163771390914917,0.05828690528869629,0,76.14
r,e_r,0.07274532318115234,0.13103222846984863,0.07279062271118164,0,76.14
<space>,r_<space>,0.11197853088378906,0.03923320770263672,0.0555417537689209,1,76.14
b,<space>_b,0.09241223335266113,0.14795398712158203,0.04207038879394531,0,76.14
o,b_o,0.13927793502807617,0.18134832382202148,0.03877401351928711,0,76.14
t,o_t,0.02731800079345703,0.06609201431274414,0.06774425506591797,0,76.14
t,t_t,0.0850212574005127,0.15276551246643066,0.08381867408752441,0,76.14
l,t_l,0.03717637062072754,0.12099504470825195,0.07282590866088867,0,76.14
e,l_e,0.031249523162841797,0.10407543182373047,0.11089158058166504,0,76.14
<space>,e_<space>,0.1700589656829834,0.28095054626464844,0.1202859878540039,0,76.14
e,<space>_e,0.4531669616699219,0.5734529495239258,0.08084917068481445,0,76.14
a,e_a,0.05696415901184082,0.13781332969665527,0.09637808799743652,0,76.14
t,a_t,0.10211181640625,0.19848990440368652,0.0785820484161377,0,76.14
<space>,t_<space>,0.16830229759216309,0.06619048118591309,0.06838130950927734,1,76.14
a,<space>_a,0.05493927001953125,0.1233205795288086,0.09804821014404297,0,76.14
<space>,a_<space>,0.11316084861755371,0.05822157859802246,0.07039999961853027,1,76.14
s,<space>_s,0.12175440788269043,0.1921544075012207,0.0816338062286377,0,76.14
h,s_h,0.18651056289672852,0.06475615501403809,0.07477331161499023,1,76.14
u,h_u,0.09160375595092773,0.16637706756591797,0.06684255599975586,0,76.14
t,u_t,0.010022401809692383,0.07686495780944824,0.07178568840026855,0,76.14
t,t_t,0.0786600112915039,0.15044569969177246,0.08408617973327637,0,76.14
l,t_l,0.0063364505767822266,0.0904226303100586,0.06891942024230957,0,76.14
e,l_e,0.03796529769897461,0.10688471794128418,0.09888744354248047,0,76.14
<space>,e_<space>,0.09357714653015137,0.19246459007263184,0.11168789863586426,0,76.14
w,<space>_w,0.38775634765625,0.49944424629211426,0.0785369873046875,0,76.14
a,w_a,0.06832242012023926,0.14685940742492676,0.07400345802307129,0,76.14
t,a_t,0.10057616233825684,0.17457962036132812,0.07243156433105469,0,76.14
e,t_e,0.09807777404785156,0.17050933837890625,0.06481647491455078,0,76.14
r,e_r,0.08217954635620117,0.14699602127075195,0.06661391258239746,0,76.14
<space>,r_<space>,0.03513741493225098,0.10175132751464844,0.07854628562927246,0,76.14
h,<space>_h,0.21549487113952637,0.29404115676879883,0.07066750526428223,0,76.14
o,h_o,0.136030912399292,0.20669841766357422,0.043487548828125,0,76.14
t,o_t,0.06728243827819824,0.11076998710632324,0.06674790382385254,0,76.14
t,t_t,0.09184789657592773,0.15859580039978027,0.07751226425170898,0,76.14
l,t_l,0.19953155517578125,0.27704381942749023,0.0826425552368164,0,76.14
e,l_e,0.03363466262817383,0.11627721786499023,0.09889864921569824,0,76.14
<space>,e_<space>,0.1554250717163086,0.25432372093200684,0.07257723808288574,0,76.14
t,<space>_t,0.14963936805725098,0.22221660614013672,0.09823203086853027,0,76.14
h,t_h,0.2297375202178955,0.08009815216064453,0.0696556568145752,1,76.14
r,h_r,0.04997110366821289,0.11962676048278809,0.0946049690246582,0,76.14
o,r_o,0.16232705116271973,0.25693202018737793,0.08287382125854492,0,76.14
t,o_t,0.1320645809173584,0.21493840217590332,0.07312726974487305,0,76.14
t,t_t,0.08489513397216797,0.15802240371704102,0.07599997520446777,0,76.14
l,t_l,0.016271591186523438,0.09227156639099121,0.06308102607727051,0,76.14
i,START,0.0,0.0,0.0019960403442382812,1,113.65
<space>,i_<space>,0.09634232521057129,0.09833836555480957,0.04846811294555664,0,113.65
a,<space>_a,0.03051471710205078,0.07898283004760742,0.09299302101135254,0,113.65
m,a_m,0.1065826416015625,0.07606792449951172,0.04498171806335449,1,113.65
<space>,m_<space>,0.06986665725708008,0.11484837532043457,0.05258917808532715,0,113.65
u,<space>_u,0.11639070510864258,0.16897988319396973,0.028044700622558594,0,113.65
s,u_s,0.04853630065917969,0.07658100128173828,0.08330130577087402,0,113.65
e,s_e,0.07967615127563477,0.1629774570465088,0.044419288635253906,0,113.65
r,e_r,0.0736532211303711,0.118072509765625,0.08918619155883789,0,113.65
<space>,r_<space>,0.12792491912841797,0.054271697998046875,0.0684208869934082,1,113.65
i,START,0.0,0.0,0.07810139656066895,1,81.21
<space>,i_<space>,0.08913087844848633,0.16723227500915527,0.05860137939453125,0,81.21
a,<space>_a,0.02761220932006836,0.08621358871459961,0.10606813430786133,0,81.21
m,a_m,0.09929180145263672,0.07167959213256836,0.05235624313354492,1,81.21
<space>,m_<space>,0.06255364418029785,0.11490988731384277,0.06314635276794434,0,81.21
u,<space>_u,0.10372209548950195,0.1668684482574463,0.03582334518432617,0,81.21
s,u_s,0.016194581985473633,0.052017927169799805,0.08040308952331543,0,81.21
e,s_e,0.0646355152130127,0.14503860473632812,0.063934326171875,0,81.21
r,e_r,0.07385134696960449,0.1377856731414795,0.08383607864379883,0,81.21
<space>,r_<space>,0.019613027572631836,0.10344910621643066,0.09444403648376465,0,81.21
2,<space>_2,0.19309258460998535,0.28753662109375,0.08579516410827637,0,81.21
<space>,2_<space>,0.37352490425109863,0.459320068359375,0.08166956901550293,0,81.21
i,<space>_i,0.27194666862487793,0.35361623764038086,0.04180002212524414,0,81.21
<space>,i_<space>,0.16012835502624512,0.20192837715148926,0.06494927406311035,0,81.21
a,<space>_a,0.07081246376037598,0.13576173782348633,0.11476635932922363,0,81.21
m,a_m,0.139556884765625,0.06874442100524902,0.04702138900756836,1,81.21
<space>,m_<space>,0.0802159309387207,0.12723731994628906,0.055730581283569336,0,81.21
u,<space>_u,0.12277913093566895,0.17850971221923828,0.04201078414916992,0,81.21
s,u_s,0.03394579887390137,0.07595658302307129,0.0772242546081543,0,81.21
e,s_e,0.06467223167419434,0.14189648628234863,0.05833625793457031,0,81.21
r,e_r,0.06694936752319336,0.12528562545776367,0.07771182060241699,0,81.21
<space>,r_<space>,0.11996912956237793,0.05301976203918457,0.06318163871765137,1,81.21
2,<space>_2,0.08323049545288086,0.14641213417053223,0.0648951530456543,0,81.21
<space>,2_<space>,0.21043825149536133,0.2753334045410156,0.08330225944519043,0,81.21
b,<space>_b,0.07847809791564941,0.16178035736083984,0.05192208290100098,0,81.21
r,b_r,0.025317907333374023,0.077239990234375,0.09368038177490234,0,81.21
o,r_o,0.028722524642944336,0.12240290641784668,0.04053354263305664,0,81.21
<space>,o_<space>,0.20306086540222168,0.24359440803527832,0.0933372974395752,0,81.21
p,<space>_p,0.08062195777893066,0.17395925521850586,0.06081557273864746,0,81.21
r,p_r,0.002008676528930664,0.06282424926757812,0.060300350189208984,0,81.21
e,r_e,0.07088351249694824,0.13118386268615723,0.06265854835510254,0,81.21
d,e_d,0.198136568069458,0.26079511642456055,0.06390714645385742,0,81.21
i,d_i,0.029366493225097656,0.09327363967895508,0.05838942527770996,0,81.21
c,i_c,0.01795792579650879,0.07634735107421875,0.09414291381835938,0,81.21
t,c_t,0.09538793563842773,0.1895308494567871,0.07137560844421387,0,81.21
<space>,t_<space>,0.13025546073913574,0.03486752510070801,0.057755231857299805,1,81.21
m,<space>_m,0.0944511890411377,0.1522064208984375,0.08371496200561523,0,81.21
e,m_e,0.1615293025970459,0.0670781135559082,0.08529329299926758,1,81.21
b,START,0.0,0.0,0.079833984375,1,89.37
r,b_r,0.04022812843322754,0.12006211280822754,0.09785079956054688,0,89.37
o,r_o,0.00099945068359375,0.09885025024414062,0.038779497146606445,0,89.37
<space>,o_<space>,0.12851452827453613,0.16729402542114258,0.06392645835876465,0,89.37
w,<space>_w,0.025684118270874023,0.08961057662963867,0.10601210594177246,0,89.37
h,w_h,0.12092733383178711,0.09524321556091309,0.050107479095458984,1,89.37
o,h_o,0.11414813995361328,0.16425561904907227,0.04936933517456055,0,89.37
<space>,o_<space>,0.0009014606475830078,0.050270795822143555,0.06535553932189941,0,89.37
d,<space>_d,0.05405139923095703,0.11940693855285645,0.08283305168151855,0,89.37
o,d_o,0.10462141036987305,0.050570011138916016,0.05463385581970215,1,89.37
<space>,o_<space>,0.11895251274108887,0.17358636856079102,0.05397963523864746,0,89.37
u,<space>_u,0.14628291130065918,0.20026254653930664,0.053678274154663086,0,89.37
<space>,u_<space>,0.126234769821167,0.17991304397583008,0.06363248825073242,0,89.37
t,<space>_t,0.08275151252746582,0.14638400077819824,0.07656741142272949,0,89.37
h,t_h,0.12982797622680664,0.04707646369934082,0.05812668800354004,1,89.37
i,h_i,0.09547591209411621,0.15360260009765625,0.051671504974365234,0,89.37
n,i_n,0.07955217361450195,0.1312236785888672,0.04563784599304199,0,89.37
k,n_k,0.0703272819519043,0.11596512794494629,0.059151649475097656,0,89.37
<space>,k_<space>,0.08100128173828125,0.1401529312133789,0.04291105270385742,0,89.37
i,<space>_i,0.12354707717895508,0.1664581298828125,0.037215471267700195,0,89.37
<space>,i_<space>,0.10146164894104004,0.13867712020874023,0.05631613731384277,0,89.37
a,<space>_a,0.0449221134185791,0.10123825073242188,0.1049356460571289,0,89.37
m,a_m,0.08379650115966797,0.03887438774108887,0.06801462173461914,1,89.37
?,<shift_r>_?,0.24461698532104492,0.08104538917541504,0.10871434211730957,1,89.37
<shift_r>,m_<shift_r>,0.16357159614562988,0.23158621788024902,0.19175243377685547,0,89.37
i,START,0.0,0.0,0.0019521713256835938,1,94.52
<space>,i_<space>,0.09332060813903809,0.09527277946472168,0.054724693298339844,0,94.52
a,<space>_a,0.07152676582336426,0.1262514591217041,0.09614300727844238,0,94.52
m,a_m,0.13427495956420898,0.06274819374084473,0.05246901512145996,1,94.52
<space>,m_<space>,0.07934379577636719,0.13181281089782715,0.06628704071044922,0,94.52
u,<space>_u,0.1100456714630127,0.17633271217346191,0.0607147216796875,0,94.52
s,u_s,0.15969014167785645,0.04964447021484375,0.09829854965209961,1,94.52
e,s_e,0.07298111915588379,0.1712796688079834,0.05248570442199707,0,94.52
r,e_r,0.12527823448181152,0.1777639389038086,0.07732081413269043,0,94.52
<space>,r_<space>,0.18509626388549805,0.05981802940368652,0.0735769271850586,1,94.52
3,<space>_3,0.061881303787231445,0.13545823097229004,0.09144783020019531,0,94.52
<space>,3_<space>,0.14238882064819336,0.23383665084838867,0.0782463550567627,0,94.52
i,<space>_i,0.04050326347351074,0.11874961853027344,0.05322551727294922,0,94.52
s,i_s,0.1841278076171875,0.23735332489013672,0.1092374324798584,0,94.52
<space>,s_<space>,0.2586531639099121,0.07452535629272461,0.0733957290649414,1,94.52
t,<space>_t,0.1077423095703125,0.1811380386352539,0.08396553993225098,0,94.52
h,t_h,0.14553451538085938,0.037792205810546875,0.06469011306762695,1,94.52
i,h_i,0.0999610424041748,0.16465115547180176,0.06720662117004395,0,94.52
s,i_s,0.008856534957885742,0.07606315612792969,0.10498213768005371,0,94.52
<space>,s_<space>,0.020302534103393555,0.12528467178344727,0.03785419464111328,0,94.52
c,<space>_c,0.14928793907165527,0.18714213371276855,0.08506035804748535,0,94.52
o,c_o,0.21634364128112793,0.06705570220947266,0.03837466239929199,1,94.52
r,o_r,0.10322093963623047,0.14159560203552246,0.06051898002624512,0,94.52
r,r_r,0.07514595985412598,0.1356649398803711,0.0647287368774414,0,94.52
e,r_e,0.0678246021270752,0.1325533390045166,0.06785726547241211,0,94.52
c,e_c,0.09882545471191406,0.16668272018432617,0.10556960105895996,0,94.52
t,c_t,0.10434722900390625,0.2099168300628662,0.09728622436523438,0,94.52
<space>,t_<space>,0.1382770538330078,0.03392982482910156,0.07003974914550781,1,94.52
o,<space>_o,0.12026119232177734,0.19030094146728516,0.054050445556640625,0,94.52
r,o_r,0.03412437438964844,0.08817481994628906,0.08768558502197266,0,94.52
<space>,r_<space>,0.11780858039855957,0.08368420600891113,0.0679023265838623,1,94.52
w,<space>_w,0.04726290702819824,0.11516523361206055,0.089630126953125,0,94.52
r,w_r,0.09558415412902832,0.18521428108215332,0.09134078025817871,0,94.52
o,r_o,0.1379868984222412,0.04240274429321289,0.06068158149719238,1,94.52
n,o_n,0.08622026443481445,0.14690184593200684,0.07792282104492188,0,94.52
g,n_g,0.02632927894592285,0.10425209999084473,0.08364415168762207,0,94.52
1,START_1,0.0000,0.0000,0.1450,0,7.27
1,START_1,0.0000,0.0000,0.1270,0,12.2
1,START_1,0.0000,0.0000,0.0750,0,14.87
1,START_1,0.0000,0.0000,0.0890,0,14.89
1,START_1,0.0000,0.0000,0.0630,0,10.24
1,START_1,0.0000,0.0000,0.1020,0,16.3
1,START_1,0.0000,0.0000,0.0960,0,10.1
1,START_1,0.0000,0.0000,0.1480,0,14.51
1,START_1,0.0000,0.0000,0.0990,0,13.48
1,START_1,0.0000,0.0000,0.0960,0,8.81
t,START_t,0.0000,0.0000,0.1060,0,25.33
h,t_h,0.0040,0.1100,0.0660,1,25.33
e,h_e,0.0010,0.0670,0.0910,1,25.33
p,START_p,0.0000,0.0000,0.0000,0,24.12
r,START_r,0.0000,0.0520,0.1090,0,24.12
e,p_e,0.0010,0.0580,0.0890,1,24.12
c,e_c,0.1120,0.2010,0.1180,1,24.12
Enter,c_Enter,0.1870,0.3050,0.0850,1,24.12
b,START_b,0.0000,0.0000,0.0940,0,44.06
e,b_e,0.0020,0.0960,0.1010,1,44.06
h,e_h,0.0010,0.1020,0.0790,1,44.06
a,h_a,0.0110,0.0900,0.1260,1,44.06
v,a_v,0.1090,0.2350,0.0000,1,44.06
i,a_i,0.2080,0.0990,0.0860,0,44.06
o,i_o,0.0780,0.1640,0.0000,1,44.06
r,i_r,0.1410,0.0630,0.1050,0,44.06
Enter,r_Enter,0.0510,0.1560,0.0920,1,44.06
s,START_s,0.0000,0.0000,0.0000,0,43.24
e,START_e,0.0000,0.1790,0.0890,0,43.24
c,e_c,0.1190,0.2080,0.1160,1,43.24
u,c_u,0.0100,0.1260,0.0870,1,43.24
r,u_r,0.0440,0.1310,0.0000,1,43.24
i,u_i,0.1150,0.0710,0.0780,0,43.24
t,i_t,0.0860,0.1640,0.0000,1,43.24
y,i_y,0.1620,0.0760,0.0770,0,43.24
s,START_s,0.0000,0.0000,0.1180,0,25.72
u,s_u,0.1590,0.2770,0.0000,1,25.72
b,s_b,0.1990,0.0400,0.0990,0,25.72
r,b_r,0.0640,0.1630,0.1280,1,25.72
t,r_t,0.3850,0.5130,0.1060,1,25.72
Backspace,t_Backspace,0.0820,0.1880,0.0780,1,25.72
Backspace,Backspace_Backspace,0.0800,0.1580,0.0000,1,25.72
t,Backspace_t,0.1450,0.0650,0.1060,0,25.72
l,t_l,0.0050,0.1110,0.0760,1,25.72
e,l_e,0.0180,0.0940,0.1060,1,25.72
t,START_t,0.0000,0.0000,0.1200,0,27.72
y,t_y,0.1660,0.2860,0.1230,1,27.72
p,y_p,0.0700,0.1930,0.1210,1,27.72
i,p_i,0.0840,0.2050,0.0760,1,27.72
n,i_n,0.1090,0.1850,0.0000,1,27.72
g,i_g,0.2000,0.0910,0.0830,0,27.72
c,START_c,0.0000,0.0000,0.0000,0,30.69
o,START_o,0.0000,0.0540,0.0630,0,30.69
n,o_n,0.1140,0.1770,0.0000,1,30.69
s,o_s,0.1670,0.0530,0.1030,0,30.69
e,START_e,0.0000,0.0000,0.1190,0,27.43
v,e_v,0.0510,0.1700,0.1240,1,27.43
e,v_e,0.0020,0.1260,0.1650,1,27.43
y,e_y,0.0010,0.1660,0.0790,1,27.43
Backspace,y_Backspace,0.3550,0.4340,0.0780,1,27.43
r,Backspace_r,0.0010,0.0790,0.0940,1,27.43
y,r_y,0.0140,0.1080,0.0890,1,27.43
s,START_s,0.0000,0.0000,0.0000,0,31.03
e,START_e,0.0000,0.0910,0.1170,0,31.03
c,e_c,0.1420,0.2590,0.0620,1,31.03
u,c_u,0.0350,0.0970,0.0460,1,31.03
r,u_r,0.0320,0.0780,0.0000,1,31.03
e,u_e,0.1020,0.0700,0.1010,0,31.03
b,START_b,0.0000,0.0000,0.0920,0,11.39
h,START,0.0,0.0,0.020000457763671875,1,103.91
e,h_e,0.0,0.004000186920166016,0.11188554763793945,1,103.91
l,e_l,0.02323436737060547,0.13511991500854492,0.044164419174194336,0,103.91
l,l_l,0.06504678726196289,0.10921120643615723,0.055883169174194336,0,103.91
o,l_o,0.07529401779174805,0.13117718696594238,0.05672502517700195,0,103.91
<space>,o_<space>,0.0009930133819580078,0.05771803855895996,0.08456778526306152,0,103.91
m,<space>_m,0.03445863723754883,0.11902642250061035,0.06954312324523926,0,103.91
y,m_y,0.10767030715942383,0.17721343040466309,0.028284311294555664,0,103.91
<space>,y_<space>,0.12995386123657227,0.022283554077148438,0.07394289970397949,1,103.91
n,<space>_n,0.26844143867492676,0.34238433837890625,0.049756526947021484,0,103.91
a,n_a,0.011151790618896484,0.06090831756591797,0.08648109436035156,0,103.91
m,a_m,0.006583690643310547,0.09306478500366211,0.06083822250366211,0,103.91
e,m_e,0.020684003829956055,0.08152222633361816,0.07439708709716797,0,103.91
<space>,e_<space>,0.08390617370605469,0.06322216987609863,0.06938529014587402,1,103.91
i,<space>_i,0.1292130947113037,0.19859838485717773,0.05571126937866211,0,103.91
s,i_s,0.018546342849731445,0.07425761222839355,0.10852670669555664,0,103.91
<space>,s_<space>,0.008298635482788086,0.11682534217834473,0.05525469779968262,0,103.91
u,<space>_u,0.12218070030212402,0.17743539810180664,0.044526100158691406,0,103.91
s,u_s,0.0011873245239257812,0.04571342468261719,0.06995105743408203,0,103.91
e,s_e,0.06700801849365234,0.13695907592773438,0.056516408920288086,0,103.91
r,e_r,0.06815648078918457,0.12467288970947266,0.084259033203125,0,103.91
<space>,r_<space>,0.12788081169128418,0.05972433090209961,0.0788731575012207,1,103.91
1,<space>_1,0.05098557472229004,0.12985873222351074,0.07255101203918457,0,103.91
<space>,1_<space>,0.013814687728881836,0.0863656997680664,0.05195736885070801,0,103.91
b,<space>_b,0.10606002807617188,0.15801739692687988,0.054793596267700195,0,103.91
r,b_r,0.09354662895202637,0.14834022521972656,0.07874679565429688,0,103.91
u,r_u,0.0011677742004394531,0.07991456985473633,0.03682827949523926,0,103.91
h,u_h,0.08769965171813965,0.1245279312133789,0.07907247543334961,0,103.91
h,START,0.0,0.0,0.0009992122650146484,1,120.14
e,h_e,0.012056350708007812,0.013055562973022461,0.09832501411437988,0,120.14
l,e_l,0.050028324127197266,0.14835333824157715,0.04261660575866699,0,120.14
l,l_l,0.0678555965423584,0.11047220230102539,0.05374407768249512,0,120.14
o,l_o,0.07307100296020508,0.1268150806427002,0.0592954158782959,0,120.14
<space>,o_<space>,0.030237913131713867,0.08953332901000977,0.06781125068664551,0,120.14
m,<space>_m,0.03342556953430176,0.10123682022094727,0.06285262107849121,0,120.14
y,m_y,0.06378912925720215,0.12664175033569336,0.09552001953125,0,120.14
<space>,y_<space>,0.11129641532897949,0.047507286071777344,0.08366847038269043,1,120.14
n,<space>_n,0.06772613525390625,0.15139460563659668,0.05054879188537598,0,120.14
a,n_a,0.0346834659576416,0.08523225784301758,0.09505105018615723,0,120.14
m,a_m,0.1163020133972168,0.0816185474395752,0.04766440391540527,1,120.14
e,m_e,0.026279449462890625,0.0739438533782959,0.06329107284545898,0,120.14
<space>,e_<space>,0.0742502212524414,0.04797077178955078,0.06402325630187988,1,120.14
i,<space>_i,0.09231734275817871,0.1563405990600586,0.05379772186279297,0,120.14
s,i_s,0.03751182556152344,0.0913095474243164,0.07568788528442383,0,120.14
<space>,s_<space>,0.0010018348693847656,0.0766897201538086,0.06383514404296875,0,120.14
u,<space>_u,0.0901491641998291,0.15398430824279785,0.06687331199645996,0,120.14
s,u_s,0.1518857479095459,0.0617365837097168,0.06200909614562988,1,120.14
e,s_e,0.06100630760192871,0.1230154037475586,0.06270360946655273,0,120.14
r,e_r,0.07481765747070312,0.13752126693725586,0.07322120666503906,0,120.14
<space>,r_<space>,0.12417459487915039,0.049356937408447266,0.07206916809082031,1,120.14
1,<space>_1,0.0481572151184082,0.12022638320922852,0.09359550476074219,0,120.14
<space>,1_<space>,0.11845517158508301,0.0702979564666748,0.05515646934509277,1,120.14
b,<space>_b,0.08166646957397461,0.13682293891906738,0.07328510284423828,0,120.14
r,b_r,0.025438547134399414,0.0987236499786377,0.07995438575744629,0,120.14
u,r_u,0.09723925590515137,0.07180070877075195,0.06398200988769531,1,120.14
h,u_h,0.0573573112487793,0.12133932113647461,0.0728299617767334,0,120.14
h,START,0.0,0.0,0.014009714126586914,1,84.75
e,h_e,0.023097515106201172,0.037107229232788086,0.09861588478088379,0,84.75
l,e_l,0.20136332511901855,0.29997920989990234,0.025193452835083008,0,84.75
<backspace>,l_<backspace>,0.3114182949066162,0.3366117477416992,0.04578971862792969,0,84.75
l,<backspace>_l,0.4738597869873047,0.5196495056152344,0.04251241683959961,0,84.75
l,l_l,0.0810236930847168,0.1235361099243164,0.05967855453491211,0,84.75
o,l_o,0.11908578872680664,0.17876434326171875,0.059589385986328125,0,84.75
<space>,o_<space>,0.05060625076293945,0.11019563674926758,0.07976961135864258,0,84.75
i,<space>_i,0.011719942092895508,0.09148955345153809,0.05001354217529297,0,84.75
<space>,i_<space>,0.13024544715881348,0.18025898933410645,0.057833194732666016,0,84.75
a,<space>_a,0.06276321411132812,0.12059640884399414,0.0912630558013916,0,84.75
m,a_m,0.10386085510253906,0.04109764099121094,0.062174320220947266,1,84.75
<space>,m_<space>,0.0702202320098877,0.13239455223083496,0.052820682525634766,0,84.75
u,<space>_u,0.14194679260253906,0.19476747512817383,0.04288196563720703,0,84.75
s,u_s,0.02607417106628418,0.06895613670349121,0.08160829544067383,0,84.75
e,s_e,0.06612396240234375,0.14773225784301758,0.07087254524230957,0,84.75
r,e_r,0.07576632499694824,0.1466388702392578,0.07347941398620605,0,84.75
<space>,r_<space>,0.12116098403930664,0.0453946590423584,0.07219719886779785,1,84.75
1,<space>_1,0.054059505462646484,0.12625670433044434,0.10910892486572266,0,84.75
<space>,1_<space>,0.20341157913208008,0.31252050399780273,0.0760035514831543,0,84.75
h,<space>_h,0.07508230209350586,0.15108585357666016,0.05475211143493652,0,84.75
o,h_o,0.11189770698547363,0.16664981842041016,0.05486106872558594,0,84.75
w,o_w,0.16249656677246094,0.050598859786987305,0.08339810371398926,1,84.75
<space>,w_<space>,0.019975662231445312,0.10337376594543457,0.057735443115234375,0,84.75
a,<space>_a,0.0280001163482666,0.08573555946350098,0.05825304985046387,0,84.75
r,a_r,0.07807087898254395,0.1363239288330078,0.05351090431213379,0,84.75
e,r_e,0.07160353660583496,0.12511444091796875,0.08516192436218262,0,84.75
<space>,e_<space>,0.10660719871520996,0.035003662109375,0.0632932186126709,1,84.75
y,<space>_y,0.12242865562438965,0.18572187423706055,0.05562996864318848,0,84.75
o,y_o,0.12462043762207031,0.1802504062652588,0.045862674713134766,0,84.75
u,o_u,0.06580543518066406,0.11166810989379883,0.05846905708312988,0,84.75
<space>,u_<space>,0.013519763946533203,0.07198882102966309,0.06426405906677246,0,84.75
d,<space>_d,0.04203963279724121,0.10630369186401367,0.10145282745361328,0,84.75
o,d_o,0.10354185104370117,0.06150221824645996,0.05887174606323242,1,84.75
i,o_i,0.05522656440734863,0.11409831047058105,0.05800509452819824,0,84.75
n,i_n,0.07665681838989258,0.13466191291809082,0.05336809158325195,0,84.75
g,n_g,0.0019130706787109375,0.05528116226196289,0.07423520088195801,0,84.75
<space>,g_<space>,0.0641472339630127,0.06223416328430176,0.06792521476745605,1,84.75
t,<space>_t,0.0220034122467041,0.08992862701416016,0.06990742683410645,0,84.75
o,t_o,0.028545856475830078,0.09845328330993652,0.06809544563293457,0,84.75
d,o_d,0.01259303092956543,0.0806884765625,0.06706786155700684,0,84.75
a,d_a,0.06658434867858887,0.1336522102355957,0.10674691200256348,0,84.75
y,a_y,0.13516616821289062,0.06858181953430176,0.07894349098205566,1,84.75
h,START,0.0,0.0,0.026319503784179688,1,95.06
e,h_e,0.030629396438598633,0.05694890022277832,0.09229421615600586,0,95.06
l,e_l,0.05113530158996582,0.14342951774597168,0.040472984313964844,0,95.06
l,l_l,0.07213950157165527,0.11261248588562012,0.0536653995513916,0,95.06
o,l_o,0.12037897109985352,0.17404437065124512,0.06266951560974121,0,95.06
<space>,o_<space>,0.07240033149719238,0.1350698471069336,0.07427024841308594,0,95.06
i,<space>_i,0.06190299987792969,0.13617324829101562,0.06527066230773926,0,95.06
<space>,i_<space>,0.10905194282531738,0.17432260513305664,0.055469512939453125,0,95.06
a,<space>_a,0.06980681419372559,0.1252763271331787,0.09450244903564453,0,95.06
m,a_m,0.12528181076049805,0.05547499656677246,0.04502558708190918,1,95.06
<space>,m_<space>,0.08366012573242188,0.12868571281433105,0.043570518493652344,0,95.06
u,<space>_u,0.12602853775024414,0.16959905624389648,0.0695500373840332,0,95.06
s,u_s,0.009067773818969727,0.07861781120300293,0.08080530166625977,0,95.06
e,s_e,0.07348871231079102,0.15429401397705078,0.07584595680236816,0,95.06
r,e_r,0.06539750099182129,0.14124345779418945,0.09164977073669434,0,95.06
<space>,r_<space>,0.1238863468170166,0.05848884582519531,0.07007551193237305,1,95.06
