Key,Key_Pair,Flight_UD_s,Flight_DD_s,Dwell_Time_s,Is_Overlap,Session_WPM
1,<space>_1,0.07077884674072266,0.1408543586730957,0.09142518043518066,0,95.06
h,START,0.0,0.0,0.0010008811950683594,1,98.19
e,h_e,0.030451297760009766,0.031452178955078125,0.1137380599975586,0,98.19
l,e_l,0.133897066116333,0.10344576835632324,0.03106093406677246,1,98.19
l,l_l,0.08765840530395508,0.11871933937072754,0.0413212776184082,0,98.19
o,l_o,0.1801009178161621,0.2214221954345703,0.04781675338745117,0,98.19
<space>,o_<space>,0.06703424453735352,0.11485099792480469,0.06545901298522949,0,98.19
m,<space>_m,0.028772830963134766,0.09423184394836426,0.07366585731506348,0,98.19
y,m_y,0.03958868980407715,0.11325454711914062,0.09978723526000977,0,98.19
<space>,y_<space>,0.13179397583007812,0.09220528602600098,0.06756901741027832,1,98.19
n,<space>_n,0.08222699165344238,0.1497960090637207,0.05198478698730469,0,98.19
a,n_a,0.04001307487487793,0.09199786186218262,0.10018348693847656,0,98.19
m,a_m,0.11183476448059082,0.07182168960571289,0.057859182357788086,1,98.19
e,m_e,0.034717559814453125,0.09257674217224121,0.07746124267578125,0,98.19
<space>,e_<space>,0.07847738265991211,0.043759822845458984,0.04984712600708008,1,98.19
i,<space>_i,0.11218667030334473,0.1620337963104248,0.048575401306152344,0,98.19
s,i_s,0.032300710678100586,0.08087611198425293,0.07907915115356445,0,98.19
<space>,s_<space>,0.0019369125366210938,0.08101606369018555,0.04348468780517578,0,98.19
r,<space>_r,0.11479520797729492,0.1582798957824707,0.06588387489318848,0,98.19
i,r_i,0.023441076278686523,0.089324951171875,0.05238080024719238,0,98.19
s,i_s,0.042212486267089844,0.09459328651428223,0.09379220008850098,0,98.19
h,s_h,0.09037590026855469,0.048163414001464844,0.05371451377868652,1,98.19
i,h_i,0.07393980026245117,0.1276543140411377,0.06042289733886719,0,98.19
<space>,i_<space>,0.08118081092834473,0.14160370826721191,0.050599098205566406,0,98.19
k,<space>_k,0.09819555282592773,0.14879465103149414,0.07746219635009766,0,98.19
u,k_u,0.0780634880065918,0.15552568435668945,0.03612804412841797,0,98.19
m,u_m,0.10197973251342773,0.1381077766418457,0.05769991874694824,0,98.19
a,m_a,0.013164758682250977,0.07086467742919922,0.06680655479431152,0,98.19
r,a_r,0.07115769386291504,0.13796424865722656,0.06627845764160156,0,98.19
<space>,r_<space>,0.08812665939331055,0.1544051170349121,0.07814669609069824,0,98.19
c,<space>_c,0.10077214241027832,0.17891883850097656,0.05196499824523926,0,98.19
n,a_n,0.1113138198852539,0.025902748107910156,0.050487518310546875,1,98.19
a,c_a,0.08541107177734375,0.137376070022583,0.09853553771972656,0,98.19
<space>,n_<space>,0.04337906837463379,0.1160118579864502,0.058760881423950195,0,98.19
y,<space>_y,0.11215782165527344,0.17091870307922363,0.060074567794799805,0,98.19
o,y_o,0.11939692497253418,0.17947149276733398,0.04651618003845215,0,98.19
u,o_u,0.07622909545898438,0.12274527549743652,0.050039052963256836,0,98.19
<space>,u_<space>,0.09770631790161133,0.14774537086486816,0.061890363693237305,0,98.19
t,<space>_t,0.08236455917358398,0.1442549228668213,0.06108236312866211,0,98.19
e,t_e,0.20147347450256348,0.2625558376312256,0.07474565505981445,0,98.19
l,e_l,0.0019795894622802734,0.07672524452209473,0.04593849182128906,0,98.19
l,l_l,0.057884931564331055,0.10382342338562012,0.0620884895324707,0,98.19
<space>,l_<space>,0.044358015060424805,0.10644650459289551,0.06903958320617676,0,98.19
m,<space>_m,0.026484966278076172,0.09552454948425293,0.0623316764831543,0,98.19
e,m_e,0.011591911315917969,0.07392358779907227,0.0806419849395752,0,98.19
<space>,e_<space>,0.008002042770385742,0.08864402770996094,0.06965994834899902,0,98.19
w,<space>_w,0.03237199783325195,0.10203194618225098,0.09759831428527832,0,98.19
h,w_h,0.00767064094543457,0.10526895523071289,0.05047106742858887,0,98.19
a,h_a,0.03799629211425781,0.08846735954284668,0.0637977123260498,0,98.19
t,a_t,0.09872865676879883,0.16252636909484863,0.07492876052856445,0,98.19
<space>,t_<space>,0.14234685897827148,0.043618202209472656,0.06143689155578613,1,98.19
u,<space>_u,0.11924624443054199,0.18068313598632812,0.05352592468261719,0,98.19
s,u_s,0.012170791625976562,0.06569671630859375,0.07862043380737305,0,98.19
e,s_e,0.08451342582702637,0.16313385963439941,0.06381392478942871,0,98.19
r,e_r,0.07300424575805664,0.13681817054748535,0.08957505226135254,0,98.19
<space>,r_<space>,0.13503313064575195,0.06202888488769531,0.04640913009643555,1,98.19
i,<space>_i,0.13701891899108887,0.18342804908752441,0.052564144134521484,0,98.19
<space>,i_<space>,0.09937143325805664,0.15193557739257812,0.05520486831665039,0,98.19
a,<space>_a,0.020668983459472656,0.07587385177612305,0.11780452728271484,0,98.19
m,a_m,0.0947566032409668,0.07408761978149414,0.0697016716003418,1,98.19
<shift_r>,m_<shift_r>,0.1925969123840332,0.262298583984375,0.18975520133972168,0,98.19
h,START,0.0,0.0,0.0020639896392822266,1,73.28
e,h_e,0.0019690990447998047,0.004033088684082031,0.0766754150390625,0,73.28
l,e_l,0.03331470489501953,0.10999011993408203,0.05025911331176758,0,73.28
l,l_l,0.05843472480773926,0.10869383811950684,0.06585454940795898,0,73.28
o,l_o,0.06603860855102539,0.13189315795898438,0.0682992935180664,0,73.28
<space>,o_<space>,0.0009076595306396484,0.06920695304870605,0.08894753456115723,0,73.28
i,<space>_i,0.005357503890991211,0.09430503845214844,0.05327725410461426,0,73.28
<space>,i_<space>,0.10574197769165039,0.15901923179626465,0.04497075080871582,0,73.28
a,<space>_a,0.04528498649597168,0.0902557373046875,0.10268735885620117,0,73.28
m,a_m,0.1084299087524414,0.06314492225646973,0.06571388244628906,1,73.28
<space>,m_<space>,0.06417608261108398,0.12988996505737305,0.07013607025146484,0,73.28
u,<space>_u,0.11788678169250488,0.18802285194396973,0.06393194198608398,0,73.28
s,u_s,0.0845179557800293,0.14844989776611328,0.08028268814086914,0,73.28
e,s_e,0.07973432540893555,0.1600170135498047,0.06953597068786621,0,73.28
r,e_r,0.08360004425048828,0.1531360149383545,0.08042216300964355,0,73.28
<space>,r_<space>,0.15826058387756348,0.23868274688720703,0.10559916496276855,0,73.28
x,<space>_x,0.08142781257629395,0.1870269775390625,0.08874821662902832,0,73.28
<space>,x_<space>,0.011999368667602539,0.10074758529663086,0.06982660293579102,0,73.28
r,<space>_r,0.1534862518310547,0.2233128547668457,0.07864260673522949,0,73.28
i,r_i,0.22202563285827637,0.06853938102722168,0.06446361541748047,1,73.28
s,i_s,0.05955624580383301,0.12401986122131348,0.07601332664489746,0,73.28
h,s_h,0.09996795654296875,0.04041171073913574,0.06334495544433594,1,73.28
i,h_i,0.08686947822570801,0.15021443367004395,0.07715773582458496,0,73.28
<space>,i_<space>,0.5657987594604492,0.6429564952850342,0.060593605041503906,0,73.28
w,<space>_w,0.41388368606567383,0.47447729110717773,0.08820891380310059,0,73.28
h,w_h,0.017409086227416992,0.10561800003051758,0.06189107894897461,0,73.28
a,h_a,0.0376276969909668,0.0995187759399414,0.06692695617675781,0,73.28
t,a_t,0.10608649253845215,0.17301344871520996,0.06802678108215332,0,73.28
<space>,t_<space>,0.16250061988830566,0.056414127349853516,0.057279109954833984,1,73.28
a,<space>_a,0.16749072074890137,0.22476983070373535,0.09430742263793945,0,73.28
m,a_m,0.2323470115661621,0.06485629081726074,0.054019927978515625,1,73.28
<space>,m_<space>,0.06740045547485352,0.12142038345336914,0.05805373191833496,0,73.28
i,<space>_i,0.12227845191955566,0.18033218383789062,0.05809378623962402,0,73.28
<shift_r>,i_<shift_r>,0.139847993850708,0.19794178009033203,0.03754901885986328,0,73.28
@,<shift_r>_@,0.0,0.09619927406311035,0.07378125190734863,1,76.03
<shift_r>,START,0.0,0.0,0.21890687942504883,1,76.03
<space>,@_<space>,0.12526321411132812,0.2479708194732666,0.06588196754455566,0,76.03
w,<space>_w,0.046003103256225586,0.11188507080078125,0.08621096611022949,0,76.03
h,w_h,0.12824201583862305,0.08223891258239746,0.048136234283447266,1,76.03
o,h_o,0.10357332229614258,0.15170955657958984,0.04801201820373535,0,76.03
<space>,o_<space>,0.10083746910095215,0.1488494873046875,0.04938864707946777,0,76.03
a,<space>_a,0.12286019325256348,0.022022724151611328,0.07183241844177246,1,76.03
r,a_r,0.08200573921203613,0.1538381576538086,0.055849313735961914,0,76.03
e,r_e,0.06506013870239258,0.12090945243835449,0.08878922462463379,0,76.03
<space>,e_<space>,0.10045766830444336,0.03539752960205078,0.06665706634521484,1,76.03
y,<space>_y,0.11880326271057129,0.18546032905578613,0.05379796028137207,0,76.03
o,y_o,0.11412215232849121,0.16792011260986328,0.04545331001281738,0,76.03
u,o_u,0.06378746032714844,0.10924077033996582,0.07040929794311523,0,76.03
<space>,u_<space>,0.11598396301269531,0.052196502685546875,0.09017109870910645,1,76.03
r,<space>_r,0.10371875762939453,0.19388985633850098,0.08026123046875,0,76.03
u,r_u,0.012262105941772461,0.09252333641052246,0.011769294738769531,0,76.03
h,u_h,0.511164665222168,0.5229339599609375,0.07686066627502441,0,76.03
h,START,0.0,0.0,0.0019736289978027344,1,102.48
e,h_e,0.012033700942993164,0.014007329940795898,0.0923006534576416,0,102.48
l,e_l,0.03411054611206055,0.12641119956970215,0.041588544845581055,0,102.48
l,l_l,0.07047724723815918,0.11206579208374023,0.06332969665527344,0,102.48
o,l_o,0.0922536849975586,0.15558338165283203,0.06785011291503906,0,102.48
<space>,o_<space>,0.025760650634765625,0.09361076354980469,0.05679607391357422,0,102.48
i,<space>_i,0.042867422103881836,0.09966349601745605,0.04724526405334473,0,102.48
<space>,i_<space>,0.11975669860839844,0.16700196266174316,0.06218838691711426,0,102.48
a,<space>_a,0.0619962215423584,0.12418460845947266,0.0839381217956543,0,102.48
m,a_m,0.1122896671295166,0.0502934455871582,0.04167819023132324,1,102.48
<space>,m_<space>,0.0804598331451416,0.12213802337646484,0.05361199378967285,0,102.48
u,<space>_u,0.1195528507232666,0.17316484451293945,0.06562638282775879,0,102.48
s,u_s,0.1699986457824707,0.0504457950592041,0.0834505558013916,1,102.48
e,s_e,0.0780797004699707,0.1615302562713623,0.06837320327758789,0,102.48
r,e_r,0.0620419979095459,0.1304152011871338,0.09809732437133789,0,102.48
<space>,r_<space>,0.14914345741271973,0.08710145950317383,0.06351351737976074,1,102.48
1,<space>_1,0.07867050170898438,0.14218401908874512,0.08635973930358887,0,102.48
<caps_lock>,START,0.0,0.0,0.04896688461303711,1,88.19
u,<caps_lock>_u,0.006479501724243164,0.05544638633728027,0.07059407234191895,0,88.19
<caps_lock>,u_<caps_lock>,0.06403779983520508,0.057558298110961914,0.17165327072143555,1,88.19
s,<caps_lock>_s,0.1216115951538086,0.13464736938476562,0.09787821769714355,0,88.19
e,s_e,0.24190926551818848,0.33978748321533203,0.07390570640563965,0,88.19
r,e_r,0.0659177303314209,0.13982343673706055,0.08391952514648438,0,88.19
<space>,r_<space>,0.027832984924316406,0.11175251007080078,0.0659945011138916,0,88.19
x,<space>_x,0.13619089126586914,0.20218539237976074,0.11074113845825195,0,88.19
<space>,x_<space>,0.22219085693359375,0.08599996566772461,0.09086108207702637,1,88.19
i,<space>_i,0.12003564834594727,0.21089673042297363,0.0652008056640625,0,88.19
s,i_s,0.10893893241882324,0.17413973808288574,0.09562349319458008,0,88.19
<space>,s_<space>,0.1815645694732666,0.07262563705444336,0.06026625633239746,1,88.19
t,<space>_t,0.19087958335876465,0.2511458396911621,0.06566095352172852,0,88.19
y,t_y,0.10589241981506348,0.171553373336792,0.07846593856811523,0,88.19
p,y_p,0.005263090133666992,0.08372902870178223,0.06697368621826172,0,88.19
i,p_i,0.11709785461425781,0.18407154083251953,0.0452268123626709,0,88.19
n,i_n,0.08084464073181152,0.12607145309448242,0.05390596389770508,0,88.19
g,n_g,0.026359081268310547,0.08026504516601562,0.06575965881347656,0,88.19
<space>,g_<space>,0.08547854423522949,0.059119462966918945,0.044818878173828125,1,88.19
c,<space>_c,0.07194685935974121,0.11676573753356934,0.10420060157775879,0,88.19
u,c_u,0.16998744010925293,0.09804058074951172,0.05765223503112793,1,88.19
e,u_e,0.0747826099395752,0.13243484497070312,0.04372429847717285,0,88.19
r,e_r,0.07578277587890625,0.0010001659393310547,0.06466841697692871,1,88.19
r,r_r,0.08389520645141602,0.14856362342834473,0.07401442527770996,0,88.19
e,r_e,0.06610369682312012,0.14011812210083008,0.09615874290466309,0,88.19
n,e_n,0.13860130310058594,0.07249760627746582,0.06699681282043457,1,88.19
t,n_t,0.05025982856750488,0.11725664138793945,0.08652710914611816,0,88.19
l,t_l,0.005141258239746094,0.09166836738586426,0.06666803359985352,0,88.19
y,l_y,0.016163349151611328,0.08283138275146484,0.07822656631469727,0,88.19
<space>,y_<space>,0.13968157768249512,0.21790814399719238,0.06978273391723633,0,88.19
g,<space>_g,0.11963582038879395,0.18941855430603027,0.06407833099365234,0,88.19
u,g_u,0.08008933067321777,0.14416766166687012,0.07992887496948242,0,88.19
e,u_e,0.14582180976867676,0.06573247909545898,0.05611896514892578,1,88.19
s,e_s,0.08018016815185547,0.13629913330078125,0.0500333309173584,0,88.19
v,START,0.0,0.0,0.0009570121765136719,1,102.98
e,v_e,0.0019998550415039062,0.002956867218017578,0.06689143180847168,0,102.98
r,e_r,0.07947111129760742,0.1463625431060791,0.08997392654418945,0,102.98
y,r_y,0.1376354694366455,0.058164358139038086,0.03672289848327637,1,102.98
<space>,y_<space>,0.1269669532775879,0.16368985176086426,0.06428909301757812,0,102.98
v,<space>_v,0.11036992073059082,0.17465901374816895,0.041948556900024414,0,102.98
e,v_e,0.021999835968017578,0.06394839286804199,0.07120847702026367,0,102.98
r,e_r,0.07280349731445312,0.1440119743347168,0.08150124549865723,0,102.98
y,r_y,0.1301286220550537,0.057325124740600586,0.0343165397644043,1,102.98
<space>,y_<space>,0.13355302810668945,0.16786956787109375,0.0647885799407959,0,102.98
n,<space>_n,0.11595368385314941,0.1807422637939453,0.05484724044799805,0,102.98
i,n_i,0.10288357734680176,0.1577308177947998,0.05402779579162598,0,102.98
c,i_c,0.13631868362426758,0.03343510627746582,0.0946052074432373,1,102.98
e,c_e,0.07028698921203613,0.16489219665527344,0.0912010669708252,0,102.98
<space>,e_<space>,0.1208488941192627,0.05056190490722656,0.051644086837768555,1,102.98
i,<space>_i,0.1114816665649414,0.16312575340270996,0.05814719200134277,0,102.98
c,i_c,0.15558433532714844,0.04410266876220703,0.09032058715820312,1,102.98
e,c_e,0.07067537307739258,0.1609959602355957,0.07865619659423828,0,102.98
<space>,e_<space>,0.12716960906982422,0.05649423599243164,0.06061291694641113,1,102.98
c,<space>_c,0.04996371269226074,0.11057662963867188,0.10404801368713379,0,102.98
r,c_r,0.07733368873596191,0.1813817024230957,0.062077999114990234,0,102.98
e,r_e,0.06635165214538574,0.12842965126037598,0.07428526878356934,0,102.98
a,e_a,0.08801817893981934,0.16230344772338867,0.08314895629882812,0,102.98
m,a_m,0.11734628677368164,0.029328107833862305,0.06093764305114746,1,102.98
h,START,0.0,0.0,0.0,1,89.06
e,h_e,0.016186237335205078,0.016186237335205078,0.07303929328918457,0,89.06
l,e_l,0.048426151275634766,0.12146544456481934,0.046657562255859375,0,89.06
l,l_l,0.05762815475463867,0.10428571701049805,0.07053303718566895,0,89.06
o,l_o,0.06811666488647461,0.13864970207214355,0.05804944038391113,0,89.06
<space>,o_<space>,0.0013530254364013672,0.0594024658203125,0.09487175941467285,0,89.06
i,<space>_i,0.014585256576538086,0.10945701599121094,0.04094743728637695,0,89.06
<space>,i_<space>,0.10041952133178711,0.14136695861816406,0.058125972747802734,0,89.06
a,<space>_a,0.04972481727600098,0.10785079002380371,0.08997750282287598,0,89.06
m,a_m,0.09576225280761719,0.04603743553161621,0.060235023498535156,1,89.06
<space>,m_<space>,0.07532691955566406,0.13556194305419922,0.044268131256103516,0,89.06
u,<space>_u,0.10760951042175293,0.15187764167785645,0.05060768127441406,0,89.06
s,u_s,0.01612687110900879,0.06673455238342285,0.08389759063720703,0,89.06
r,s_r,0.19825053215026855,0.2821481227874756,0.05362558364868164,0,89.06
<backspace>,r_<backspace>,0.2337043285369873,0.28732991218566895,0.06653237342834473,0,89.06
e,<backspace>_e,0.02896428108215332,0.09549665451049805,0.059139251708984375,0,89.06
r,e_r,0.07196211814880371,0.13110136985778809,0.06442952156066895,0,89.06
<space>,r_<space>,0.11588454246520996,0.04392242431640625,0.0730888843536377,1,89.06
1,<space>_1,0.07109665870666504,0.14418554306030273,0.0817253589630127,0,89.06
h,START,0.0,0.0,0.0010020732879638672,1,79.26
e,h_e,0.029662609100341797,0.030664682388305664,0.09484386444091797,0,79.26
l,e_l,0.0009377002716064453,0.09578156471252441,0.0482943058013916,0,79.26
l,l_l,0.05786466598510742,0.10615897178649902,0.060112714767456055,0,79.26
o,l_o,0.07134699821472168,0.13145971298217773,0.05961942672729492,0,79.26
<space>,o_<space>,0.10760331153869629,0.03625631332397461,0.10458803176879883,1,79.26
i,<space>_i,0.024324893951416016,0.12891292572021484,0.04757285118103027,0,79.26
<space>,i_<space>,0.1200404167175293,0.16761326789855957,0.060938358306884766,0,79.26
a,<space>_a,0.030681848526000977,0.09162020683288574,0.0780947208404541,0,79.26
m,a_m,0.0023910999298095703,0.08048582077026367,0.055576324462890625,0,79.26
<space>,m_<space>,0.08633780479431152,0.14191412925720215,0.04501175880432129,0,79.26
u,<space>_u,0.11329078674316406,0.15830254554748535,0.05711698532104492,0,79.26
s,u_s,0.03631901741027832,0.09343600273132324,0.07461857795715332,0,79.26
e,s_e,0.06850171089172363,0.14312028884887695,0.04860115051269531,0,79.26
r,e_r,0.08230304718017578,0.1309041976928711,0.06000995635986328,0,79.26
<space>,r_<space>,0.03235125541687012,0.0923612117767334,0.05972456932067871,0,79.26
1,<space>_1,0.055695533752441406,0.11542010307312012,0.07882905006408691,0,79.26
<space>,1_<space>,0.2074263095855713,0.2862553596496582,0.06067204475402832,0,79.26
<backspace>,<space>_<backspace>,0.21845388412475586,0.2791259288787842,0.037056684494018555,0,79.26
<space>,<backspace>_<space>,0.2182292938232422,0.25528597831726074,0.08618760108947754,0,79.26
c,<space>_c,0.05581092834472656,0.1419985294342041,0.08380365371704102,0,79.26
a,c_a,0.053733110427856445,0.13753676414489746,0.09998917579650879,0,79.26
n,a_n,0.11404633522033691,0.06031322479248047,0.04265952110290527,1,79.26
<space>,n_<space>,0.07627248764038086,0.11893200874328613,0.06142258644104004,0,79.26
y,<space>_y,0.11870288848876953,0.18012547492980957,0.06307601928710938,0,79.26
o,y_o,0.10823559761047363,0.171311616897583,0.05967879295349121,0,79.26
u,o_u,0.06301641464233398,0.1226952075958252,0.04884767532348633,0,79.26
<space>,u_<space>,0.01136922836303711,0.06021690368652344,0.09713220596313477,0,79.26
p,<space>_p,0.041043996810913086,0.13817620277404785,0.06194138526916504,0,79.26
r,p_r,0.08958601951599121,0.048542022705078125,0.05613207817077637,1,79.26
e,r_e,0.08830857276916504,0.1444406509399414,0.05577588081359863,0,79.26
d,e_d,0.08543229103088379,0.14120817184448242,0.062441110610961914,0,79.26
i,d_i,0.003902435302734375,0.06634354591369629,0.04816031455993652,0,79.26
x,i_x,0.05221843719482422,0.10037875175476074,0.057511091232299805,0,79.26
<backspace>,x_<backspace>,0.4659433364868164,0.5234544277191162,0.05396604537963867,0,79.26
c,<backspace>_c,0.25977420806884766,0.31374025344848633,0.0804445743560791,0,79.26
t,c_t,0.10369610786437988,0.18414068222045898,0.06038498878479004,0,79.26
<space>,t_<space>,0.001913309097290039,0.06229829788208008,0.0658576488494873,0,79.26
i,<space>_i,0.13965773582458496,0.20551538467407227,0.05229997634887695,0,79.26
t,i_t,0.0646212100982666,0.11692118644714355,0.05480813980102539,0,79.26
<space>,t_<space>,0.0068492889404296875,0.06165742874145508,0.05168724060058594,0,79.26
c,<space>_c,0.1423807144165039,0.19406795501708984,0.05035400390625,0,79.26
o,c_o,0.0009872913360595703,0.05134129524230957,0.05159115791320801,0,79.26
r,o_r,0.10531926155090332,0.15691041946411133,0.040830135345458984,0,79.26
r,r_r,0.08483314514160156,0.12566328048706055,0.06122899055480957,0,79.26
e,r_e,0.08992123603820801,0.15115022659301758,0.061463117599487305,0,79.26
c,e_c,0.08783221244812012,0.14929533004760742,0.08665657043457031,0,79.26
t,r_t,0.09422969818115234,0.0019998550415039062,0.04719853401184082,1,79.26
r,c_r,0.09222984313964844,0.17888641357421875,0.06524133682250977,0,79.26
l,t_l,0.006448984146118164,0.06969046592712402,0.08901000022888184,0,79.26
y,l_y,0.046228885650634766,0.1352388858795166,0.07637858390808105,0,79.26
<shift_r>,y_<shift_r>,0.05704760551452637,0.13342618942260742,0.13777756690979004,0,79.26
h,START,0.0,0.0,0.001252889633178711,1,93.56
e,h_e,0.0,0.001252889633178711,0.059786319732666016,0,93.56
l,e_l,0.16916918754577637,0.22895550727844238,0.04888558387756348,0,93.56
l,l_l,0.06178736686706543,0.1106729507446289,0.07405591011047363,0,93.56
o,l_o,0.09362006187438965,0.16767597198486328,0.0662686824798584,0,93.56
<space>,o_<space>,0.06345915794372559,0.12972784042358398,0.10129642486572266,0,93.56
i,<space>_i,0.1487259864807129,0.0852668285369873,0.05556440353393555,1,93.56
<space>,i_<space>,0.14365267753601074,0.1992170810699463,0.06209444999694824,0,93.56
a,<space>_a,0.0763084888458252,0.13840293884277344,0.07659912109375,0,93.56
m,a_m,0.14588260650634766,0.06957411766052246,0.0363619327545166,1,93.56
<space>,m_<space>,0.0827028751373291,0.1190648078918457,0.050528764724731445,0,93.56
u,<space>_u,0.11490392684936523,0.16543269157409668,0.043853044509887695,0,93.56
s,u_s,0.011962890625,0.055815935134887695,0.0798497200012207,0,93.56
e,s_e,0.06579804420471191,0.14564776420593262,0.05246901512145996,0,93.56
r,e_r,0.0676262378692627,0.12009525299072266,0.0738058090209961,0,93.56
<space>,r_<space>,0.12184333801269531,0.05421710014343262,0.0749654769897461,1,93.56
<caps_lock>,<space>_<caps_lock>,0.023117542266845703,0.0980830192565918,0.09691333770751953,0,93.56
x,<caps_lock>_x,0.05039477348327637,0.1473081111907959,0.08856320381164551,0,93.56
<caps_lock>,x_<caps_lock>,0.033747196197509766,0.12231040000915527,0.0974586009979248,0,93.56
<space>,<caps_lock>_<space>,0.10694289207458496,0.20440149307250977,0.09388041496276855,0,93.56
w,<space>_w,0.016225814819335938,0.11010622978210449,0.10400724411010742,0,93.56
h,w_h,0.0015892982482910156,0.10559654235839844,0.048436641693115234,0,93.56
a,h_a,0.005997657775878906,0.05443429946899414,0.07339787483215332,0,93.56
t,a_t,0.10494303703308105,0.17834091186523438,0.052780866622924805,0,93.56
<space>,t_<space>,0.12003493309020996,0.015091896057128906,0.06309390068054199,1,93.56
i,<space>_i,0.11702847480773926,0.18012237548828125,0.04407000541687012,0,93.56
s,i_s,0.0364985466003418,0.08056855201721191,0.07489967346191406,0,93.56
<space>,s_<space>,0.1093606948852539,0.07286214828491211,0.056160926818847656,1,93.56
<caps_lock>,<space>_<caps_lock>,0.013807058334350586,0.06996798515319824,0.07519364356994629,0,93.56
x,<caps_lock>_x,0.05767464637756348,0.13286828994750977,0.08437633514404297,0,93.56
<caps_lock>,x_<caps_lock>,0.013547420501708984,0.09792375564575195,0.1025700569152832,0,93.56
<space>,<caps_lock>_<space>,0.016646385192871094,0.1192164421081543,0.052703857421875,0,93.56
h,<space>_h,0.0901336669921875,0.1428375244140625,0.06197547912597656,0,93.56
e,h_e,0.000911712646484375,0.06288719177246094,0.053900718688964844,0,93.56
r,e_r,0.06931233406066895,0.12321305274963379,0.05545496940612793,0,93.56
h,START,0.0,0.0,0.0587010383605957,1,92.44
e,h_e,0.05370903015136719,0.11241006851196289,0.07498383522033691,0,92.44
l,e_l,0.12776732444763184,0.07405829429626465,0.040985107421875,1,92.44
l,l_l,0.05833029747009277,0.09931540489196777,0.06744551658630371,0,92.44
o,l_o,0.0787653923034668,0.1462109088897705,0.06264662742614746,0,92.44
<space>,o_<space>,0.01191568374633789,0.07456231117248535,0.08957552909851074,0,92.44
i,<space>_i,0.0874931812286377,0.0755774974822998,0.03617143630981445,1,92.44
<space>,i_<space>,0.11153650283813477,0.14770793914794922,0.04212164878845215,0,92.44
a,<space>_a,0.08204174041748047,0.12416338920593262,0.0679161548614502,0,92.44
m,a_m,0.11070942878723145,0.028667688369750977,0.043511152267456055,1,92.44
<space>,m_<space>,0.12454771995544434,0.1680588722229004,0.0698401927947998,0,92.44
u,<space>_u,0.1374361515045166,0.2072763442993164,0.06366944313049316,0,92.44
s,u_s,0.05515170097351074,0.1188211441040039,0.075347900390625,0,92.44
e,s_e,0.06998395919799805,0.14533185958862305,0.05627179145812988,0,92.44
r,e_r,0.07558083534240723,0.1318526268005371,0.08183884620666504,0,92.44
<space>,r_<space>,0.14343500137329102,0.06785416603088379,0.0562586784362793,1,92.44
2,<space>_2,0.10813546180725098,0.16439414024353027,0.06250524520874023,0,92.44
<space>,2_<space>,0.18340730667114258,0.2459125518798828,0.07257223129272461,0,92.44
i,<space>_i,0.08438801765441895,0.15696024894714355,0.03744006156921387,0,92.44
<space>,i_<space>,0.11371684074401855,0.15115690231323242,0.0538334846496582,0,92.44
h,<space>_h,0.10393166542053223,0.15776515007019043,0.0469057559967041,0,92.44
a,h_a,0.016913652420043945,0.06381940841674805,0.06454968452453613,0,92.44
v,a_v,0.011270284652709961,0.0758199691772461,0.034566402435302734,0,92.44
e,v_e,0.05404353141784668,0.08860993385314941,0.06272387504577637,0,92.44
<space>,e_<space>,0.10278105735778809,0.048737525939941406,0.04680943489074707,1,92.44
g,<space>_g,0.11555981636047363,0.1623692512512207,0.05337357521057129,0,92.44
i,g_i,0.008303403854370117,0.061676979064941406,0.05751824378967285,0,92.44
v,i_v,0.05366063117980957,0.11117887496948242,0.0632009506225586,0,92.44
e,v_e,0.08301782608032227,0.14621877670288086,0.07783198356628418,0,92.44
n,e_n,0.11288928985595703,0.029871463775634766,0.05097341537475586,1,92.44
<space>,n_<space>,0.059012651443481445,0.1099860668182373,0.055306434631347656,0,92.44
t,<space>_t,0.0688333511352539,0.12413978576660156,0.054904937744140625,0,92.44
h,t_h,0.002284526824951172,0.0571894645690918,0.053758859634399414,0,92.44
i,h_i,0.09615087509155273,0.14990973472595215,0.05434250831604004,0,92.44
s,i_s,0.018222570419311523,0.07256507873535156,0.07320857048034668,0,92.44
<space>,s_<space>,0.022893905639648438,0.09610247611999512,0.057515621185302734,0,92.44
t,<space>_t,0.11460995674133301,0.17212557792663574,0.05805516242980957,0,92.44
o,t_o,0.006037712097167969,0.06409287452697754,0.05158853530883789,0,92.44
<space>,o_<space>,0.12720656394958496,0.17879509925842285,0.046570539474487305,0,92.44
c,<space>_c,0.47431039810180664,0.520880937576294,0.09175491333007812,0,92.44
o,c_o,0.536907434463501,0.06259703636169434,0.03549838066101074,1,92.44
n,o_n,0.11464571952819824,0.15014410018920898,0.04468178749084473,0,92.44
f,n_f,0.06494712829589844,0.10962891578674316,0.06783747673034668,0,92.44
u,f_u,0.03217172622680664,0.10000920295715332,0.04532194137573242,0,92.44
s,u_s,0.07427811622619629,0.11960005760192871,0.08601188659667969,0,92.44
e,s_e,0.07514214515686035,0.16115403175354004,0.0649864673614502,0,92.44
<space>,e_<space>,0.010025501251220703,0.0750119686126709,0.05770087242126465,0,92.44
y,<space>_y,0.20851755142211914,0.2662184238433838,0.09531164169311523,0,92.44
o,y_o,0.15941977500915527,0.2547314167022705,0.0632784366607666,0,92.44
u,o_u,0.07176947593688965,0.13504791259765625,0.0533289909362793,0,92.44
h,START,0.0,0.0,0.07047080993652344,1,80.74
