SL.no.,Key,Key_Pair,Flight_UD_s,Flight_DD_s,Dwell_Time_s,Is_Overlap,Session_WPM
1459,i,<space>_i,0.0523211956024169,0.1553583145141601,0.0884206295013427,0,87.18
1460,m,i_m,0.1009328365325927,0.1893534660339355,0.0885419845581054,0,87.18
1461,<space>,m_<space>,0.1646349430084228,0.06370210647583,0.1004252433776855,1,87.18
1462,u,<space>_u,0.0451936721801757,0.1456189155578613,0.0800926685333252,0,87.18
1463,s,u_s,0.1172332763671875,0.0720396041870117,0.0751771926879882,1,87.18
1464,e,s_e,0.1066343784332275,0.1818115711212158,0.0759329795837402,0,87.18
1465,r,e_r,0.088141918182373,0.1640748977661132,0.0882365703582763,0,87.18
1466,<space>,r_<space>,0.0219795703887939,0.1102161407470703,0.0918335914611816,0,87.18
1467,3,<space>_3,0.0477917194366455,0.1396253108978271,0.0755634307861328,0,87.18
1468,<space>,3_<space>,0.0025124549865722,0.078075885772705,0.08683443069458,0,87.18
1469,a,<space>_a,0.0664854049682617,0.1533198356628418,0.0855374336242675,0,87.18
1470,n,a_n,0.045417308807373,0.1309547424316406,0.0805659294128418,0,87.18
1471,d,n_d,0.0134460926055908,0.0940120220184326,0.0797305107116699,0,87.18
1472,<space>,d_<space>,0.0768351554870605,0.0633890628814697,0.0760269165039062,1,87.18
1473,i,<space>_i,0.0446963310241699,0.1207232475280761,0.0548279285430908,0,87.18
1474,m,i_m,0.1200194358825683,0.1748473644256591,0.1002984046936035,0,87.18
1475,<space>,m_<space>,0.1885802745819091,0.0685608386993408,0.0948741436004638,1,87.18
1476,h,<space>_h,0.2012648582458496,0.2961390018463135,0.0848238468170166,0,87.18
1477,e,h_e,0.2628493309020996,0.06158447265625,0.0612337589263916,1,87.18
1478,r,e_r,0.0773816108703613,0.1386153697967529,0.0706574916839599,0,87.18
1479,e,r_e,0.0946218967437744,0.1652793884277343,0.0764899253845214,0,87.18
1480,<space>,e_<space>,0.0054414272308349,0.0819313526153564,0.0819542407989502,0,87.18
1481,t,<space>_t,0.0365557670593261,0.1185100078582763,0.078937292098999,0,87.18
1482,o,t_o,0.008315086364746,0.0872523784637451,0.0921199321746826,0,87.18
1483,<space>,o_<space>,0.0551896095275878,0.0468745231628418,0.1041810512542724,1,87.18
1484,d,<space>_d,0.0774657726287841,0.1816468238830566,0.0719077587127685,0,87.18
1485,e,d_e,0.106461763381958,0.1783695220947265,0.0687873363494873,0,87.18
1486,m,e_m,0.0028614997863769,0.0716488361358642,0.0650904178619384,0,87.18
1487,o,m_o,0.0993406772613525,0.164431095123291,0.0432052612304687,0,87.18
1488,n,o_n,0.1006457805633544,0.1438510417938232,0.1009864807128906,0,87.18
1489,s,n_s,0.1986804008483886,0.0980346202850341,0.0864872932434082,1,87.18
1490,t,s_t,0.0908827781677246,0.1773700714111328,0.0816123485565185,0,87.18
1491,a,t_a,0.1478023529052734,0.229414701461792,0.1001794338226318,0,87.18
1492,r,a_r,0.0020508766174316,0.1022303104400634,0.0637688636779785,0,87.18
1493,e,r_e,0.1083364486694336,0.1721053123474121,0.0938220024108886,0,87.18
1494,t,e_t,0.155569314956665,0.0472328662872314,0.0688521862030029,1,87.18
1495,<space>,t_<space>,0.0819180011749267,0.1507701873779297,0.0679056644439697,0,87.18
1496,t,<space>_t,0.0954988002777099,0.1634044647216797,0.0855481624603271,0,87.18
1497,h,t_h,0.178027868270874,0.082529067993164,0.0813033580780029,1,87.18
1498,e,h_e,0.0350761413574218,0.1163794994354248,0.0693838596343994,0,87.18
1499,<space>,e_<space>,0.0972752571105957,0.0621991157531738,0.0858633518218994,1,87.18
1500,a,<space>_a,0.0634758472442627,0.1493391990661621,0.0809121131896972,0,87.18
1501,c,a_c,0.1142678260803222,0.1951799392700195,0.0407681465148925,0,87.18
1502,c,c_c,0.0908761024475097,0.1316442489624023,0.0728366374969482,0,87.18
1503,u,c_u,0.0779998302459716,0.1508364677429199,0.0789186954498291,0,87.18
1504,r,u_r,0.0310502052307128,0.1099689006805419,0.0670161247253418,0,87.18
1505,a,r_a,0.1337265968322754,0.2007427215576172,0.0693910121917724,0,87.18
1506,c,a_c,0.1447892189025879,0.2141802310943603,0.0741965770721435,0,87.18
1507,y,c_y,0.0141167640686035,0.088313341140747,0.0933012962341308,0,87.18
1508,<space>,y_<space>,0.0868072509765625,0.0726904869079589,0.0793278217315673,1,87.18
1509,o,<space>_o,0.1251180171966552,0.2044458389282226,0.0978362560272216,0,87.18
1510,f,o_f,0.018467903137207,0.1163041591644287,0.092151403427124,0,87.18
1511,<space>,f_<space>,0.0080552101135253,0.1002066135406494,0.0743882656097412,0,87.18
1512,o,<space>_o,0.0573706626892089,0.1317589282989502,0.0765523910522461,0,87.18
1513,u,o_u,0.1136074066162109,0.190159797668457,0.0730123519897461,0,87.18
1514,r,u_r,0.0130386352539062,0.0860509872436523,0.0804429054260253,0,87.18
1515,<space>,r_<space>,0.081329345703125,0.0682907104492187,0.0779712200164794,1,87.18
1516,m,<space>_m,0.0854661464691162,0.1634373664855957,0.0898487567901611,0,87.18
1517,o,m_o,0.098876953125,0.1887257099151611,0.0770413875579834,0,87.18
1518,d,o_d,0.0091214179992675,0.0861628055572509,0.0601093769073486,0,87.18
1519,e,d_e,0.1057567596435546,0.1658661365509033,0.0848395824432373,0,87.18
1520,l,e_l,0.1738977432250976,0.0681409835815429,0.1136770248413086,1,87.18
1521,<space>,l_<space>,0.0671043395996093,0.0838029384613037,0.0856788158416748,0,87.18
1522,t,<space>_t,0.0280776023864746,0.1137564182281494,0.0841579437255859,0,87.18
1523,o,t_o,0.0323569774627685,0.1165149211883544,0.0879089832305908,0,87.18
1524,<space>,o_<space>,0.0730361938476562,0.0406792163848876,0.0955371856689453,1,87.18
1525,y,<space>_y,0.0443167686462402,0.0915465354919433,0.0716381072998046,0,87.18
1526,o,y_o,0.0106387138366699,0.0822768211364746,0.0847384929656982,0,87.18
1527,u,o_u,0.1161613464355468,0.2008998394012451,0.093667984008789,0,87.18
1528,<space>,u_<space>,0.1843314170837402,0.0681700706481933,0.0739276409149169,1,87.18
1529,t,<space>_t,0.023911714553833,0.09783935546875,0.0743725299835205,0,87.18
1530,o,t_o,0.0388524532318115,0.113224983215332,0.0870933532714843,0,87.18
1531,d,o_d,0.010714054107666,0.0978074073791503,0.0711359977722168,0,87.18
1532,a,d_a,0.1290254592895507,0.2001614570617675,0.0844471454620361,0,87.18
1533,y,a_y,0.0100026130676269,0.094449758529663,0.0882179737091064,0,87.18
1534,<space>,y_<space>,0.0758204460144043,0.0658178329467773,0.0886232852935791,1,87.18
1535,a,<space>_a,0.1034069061279296,0.1920301914215088,0.1004025936126709,0,87.18
1536,n,a_n,0.0585265159606933,0.1589291095733642,0.0944421291351318,0,87.18
1537,d,n_d,0.0009961128234863,0.0954382419586181,0.0824453830718994,0,87.18
1538,<space>,d_<space>,0.0398929119110107,0.1223382949829101,0.0641555786132812,0,87.18
1539,w,<space>_w,0.0357553958892822,0.0999109745025634,0.0938096046447753,0,87.18
1540,<backspace>,w_<backspace>,0.6931314468383789,0.7869410514831543,0.0663442611694336,0,87.18
1541,h,START,0.0,0.0,0.0747554302215576,1,82.74
1542,e,h_e,0.0,0.0612788200378418,0.0965995788574218,1,82.74
1543,y,e_y,0.0258111953735351,0.122410774230957,0.0975525379180908,0,82.74
1544,<space>,y_<space>,0.0971477031707763,0.0713365077972412,0.0946261882781982,1,82.74
1545,i,<space>_i,0.0703520774841308,0.1649782657623291,0.086108922958374,0,82.74
1546,m,i_m,0.1366229057312011,0.2227318286895752,0.0905046463012695,0,82.74
1547,<space>,m_<space>,0.203218936920166,0.0665960311889648,0.0804805755615234,1,82.74
1548,u,<space>_u,0.0639235973358154,0.1444041728973388,0.1232810020446777,0,82.74
1549,s,u_s,0.1289787292480468,0.0650551319122314,0.0789268016815185,1,82.74
1550,e,s_e,0.0919194221496582,0.1708462238311767,0.0798473358154296,0,82.74
1551,r,e_r,0.0720648765563964,0.1519122123718261,0.0727989673614502,0,82.74
1552,<space>,r_<space>,0.0252768993377685,0.0980758666992187,0.092067003250122,0,82.74
1553,2,<space>_2,0.0220265388488769,0.114093542098999,0.1044039726257324,0,82.74
1554,<space>,2_<space>,0.0010204315185546,0.1054244041442871,0.0901238918304443,0,82.74
1555,a,<space>_a,0.0344030857086181,0.1245269775390625,0.0904266834259033,0,82.74
1556,n,a_n,0.0089862346649169,0.0994129180908203,0.1015765666961669,0,82.74
1557,d,n_d,0.0056550502777099,0.1072316169738769,0.089120864868164,0,82.74
1558,<space>,d_<space>,0.0092511177062988,0.0983719825744628,0.0813436508178711,0,82.74
1559,i,<space>_i,0.05617356300354,0.1375172138214111,0.1211259365081787,0,82.74
1560,<space>,i_<space>,0.1321578025817871,0.075984239578247,0.1166489124298095,1,82.74
1561,c,<space>_c,0.0030035972595214,0.119652509689331,0.0706527233123779,0,82.74
1562,a,c_a,0.1135108470916748,0.1841635704040527,0.0908207893371582,0,82.74
1563,n,a_n,0.1656131744384765,0.0521023273468017,0.05037522315979,1,82.74
1564,n,n_n,0.079465627670288,0.1298408508300781,0.0958602428436279,0,82.74
1565,t,n_t,0.108619213104248,0.2044794559478759,0.0877702236175537,0,82.74
1566,o,t_o,0.1136128902435302,0.0049936771392822,0.1113629341125488,1,82.74
1567,<space>,o_<space>,0.0621144771575927,0.1734774112701416,0.0886659622192382,0,82.74
1568,s,<space>_s,0.1210582256317138,0.058943748474121,0.0586655139923095,1,82.74
1569,o,s_o,0.1357502937316894,0.194415807723999,0.0574426651000976,0,82.74
1570,t,o_t,0.1488316059112548,0.0130813121795654,0.0737721920013427,1,82.74
1571,p,t_p,0.0794703960418701,0.1532425880432129,0.1094543933868408,0,82.74
1572,<space>,p_<space>,0.1520261764526367,0.0725557804107666,0.1241559982299804,1,82.74
1573,t,<space>_t,0.0317802429199218,0.1559362411499023,0.0855543613433837,0,82.74
1574,<down>,t_<down>,0.043304443359375,0.1288588047027588,0.0346555709838867,0,82.74
1575,y,<down>_y,0.0471522808074951,0.0038478374481201,0.0800273418426513,1,82.74
1576,p,y_p,0.1319887638092041,0.2120161056518554,0.0523233413696289,0,82.74
1577,o,p_o,0.1424047946929931,0.010416030883789,0.0659337043762207,1,82.74
1578,i,o_i,0.0767946243286132,0.1427283287048339,0.082932710647583,0,82.74
1579,n,i_n,0.1084904670715332,0.1914231777191162,0.114978551864624,0,82.74
1580,g,n_g,0.2049963474273681,0.0965058803558349,0.0896635055541992,1,82.74
1581,<space>,g_<space>,0.0181882381439209,0.1078517436981201,0.093168020248413,0,82.74
1582,w,<space>_w,0.0622003078460693,0.1553683280944824,0.0827314853668212,0,82.74
1583,i,w_i,0.0157594680786132,0.0984909534454345,0.0995180606842041,0,82.74
1584,t,i_t,0.0103986263275146,0.1099166870117187,0.0974941253662109,0,82.74
1585,h,t_h,0.0009255409240722,0.0984196662902832,0.0985653400421142,0,82.74
1586,<space>,h_<space>,0.061356782913208,0.0604312419891357,0.0924985408782959,1,82.74
1587,s,<space>_s,0.0131514072418212,0.1056499481201171,0.0777390003204345,0,82.74
1588,<space>,s_<space>,0.1011476516723632,0.1788866519927978,0.0734446048736572,0,82.74
1589,<backspace>,<space>_<backspace>,0.2385318279266357,0.3119764328002929,0.1043455600738525,0,82.74
1590,p,<backspace>_p,0.1186797618865966,0.2230253219604492,0.1266899108886718,0,82.74
1591,<space>,p_<space>,0.0009405612945556,0.1276304721832275,0.1155681610107421,0,82.74
1592,m,<space>_m,0.1566638946533203,0.2722320556640625,0.1156399250030517,0,82.74
1593,u,m_u,0.0984516143798828,0.2140915393829345,0.0906653404235839,0,82.74
1594,c,u_c,0.1851162910461425,0.0866646766662597,0.088555097579956,1,82.74
1595,h,c_h,0.0160427093505859,0.1045978069305419,0.1138882637023925,0,82.74
1596,<space>,h_<space>,0.0793120861053466,0.0632693767547607,0.1131925582885742,1,82.74
1597,d,<space>_d,0.0665812492370605,0.1797738075256347,0.0794377326965332,0,82.74
1598,a,d_a,0.1192595958709716,0.1986973285675048,0.0613112449645996,0,82.74
1599,t,a_t,0.0358433723449707,0.0971546173095703,0.0724885463714599,0,82.74
1600,a,t_a,0.0019683837890625,0.0744569301605224,0.0682263374328613,0,82.74
1601,<space>,a_<space>,0.010392427444458,0.0786187648773193,0.0684521198272705,0,82.74
1602,a,<space>_a,0.1536128520965576,0.2220649719238281,0.0670852661132812,0,82.74
1603,a,a_a,0.0753140449523925,0.1423993110656738,0.0891156196594238,0,82.74
1604,a,a_a,0.0824332237243652,0.171548843383789,0.0728178024291992,0,82.74
1605,<space>,a_<space>,0.0569963455200195,0.1298141479492187,0.0766282081604003,0,82.74
1606,h,START,0.0,0.0,0.0615074634552001,1,98.28
1607,e,h_e,0.0,0.0572023391723632,0.1030113697052002,1,98.28
1608,y,e_y,0.0010101795196533,0.1040215492248535,0.095773696899414,0,98.28
1609,<space>,y_<space>,0.086885929107666,0.0858757495880127,0.0886168479919433,1,98.28
1610,i,<space>_i,0.0599775314331054,0.1485943794250488,0.0842237472534179,0,98.28
1611,m,i_m,0.1036298274993896,0.1878535747528076,0.1160309314727783,0,98.28
1612,<space>,m_<space>,0.1679298877716064,0.0643000602722168,0.0899019241333007,1,98.28
1613,a,<space>_a,0.0276319980621337,0.0793628692626953,0.0697362422943115,0,98.28
1614,<space>,a_<space>,0.0269732475280761,0.0967094898223877,0.0678164958953857,0,98.28
1615,n,<space>_n,0.0739939212799072,0.1418104171752929,0.0742552280426025,0,98.28
1616,i,n_i,0.0838649272918701,0.1581201553344726,0.1044192314147949,0,98.28
1617,c,i_c,0.1384737491607666,0.0546088218688964,0.0714244842529296,1,98.28
1618,<space>,e_<space>,0.1176767349243164,0.0140819549560546,0.0610086917877197,1,98.28
1619,e,c_e,0.1035947799682617,0.1750192642211914,0.0775480270385742,0,98.28
1620,p,<space>_p,0.0626158714294433,0.1260819435119629,0.0896985530853271,0,98.28
1621,e,p_e,0.1297774314880371,0.0671615600585937,0.039057970046997,1,98.28
1622,r,e_r,0.1075146198272705,0.1465725898742675,0.0105500221252441,0,98.28
1623,s,r_s,0.0993390083312988,0.1098890304565429,0.0784251689910888,0,98.28
1624,o,s_o,0.1295320987701416,0.0301930904388427,0.0561583042144775,1,98.28
1625,n,o_n,0.1001713275909423,0.1563296318054199,0.1017072200775146,0,98.28
1626,a,<space>_a,0.1938860416412353,0.0258805751800537,0.0736491680145263,1,98.28
1627,<space>,n_<space>,0.1680054664611816,0.0678341388702392,0.1025326251983642,1,98.28
1628,n,a_n,0.0480611324310302,0.1247131824493408,0.0891001224517822,0,98.28
1629,d,n_d,0.1249489784240722,0.0768878459930419,0.0686972141265869,1,98.28
1630,<space>,d_<space>,0.0481011867523193,0.0603134632110595,0.0748515129089355,0,98.28
1631,i,<space>_i,0.0140712261199951,0.0889227390289306,0.1071646213531494,0,98.28
1632,<space>,i_<space>,0.1097083091735839,0.0956370830535888,0.0376691818237304,1,98.28
1633,l,<space>_l,0.0776584148406982,0.1153275966644287,0.0664999485015869,0,98.28
1634,v,o_v,0.0959694385528564,0.0203044414520263,0.0700204372406005,1,98.28
1635,o,l_o,0.07566499710083,0.142164945602417,0.1068317890167236,0,98.28
1636,e,v_e,0.0977170467376709,0.1842443943023681,0.0692272186279296,0,98.28
1637,<space>,e_<space>,0.1515288352966308,0.0538117885589599,0.0798432826995849,1,98.28
1638,t,<space>_t,0.0515613555908203,0.1314046382904052,0.0722124576568603,0,98.28
1639,o,t_o,0.0864930152893066,0.0349316596984863,0.1010112762451171,1,98.28
1640,<space>,o_<space>,0.0203826427459716,0.0576634407043457,0.1108548641204834,0,98.28
1641,w,<space>_w,0.1051797866821289,0.2160346508026123,0.0853538513183593,0,98.28
1642,i,w_i,0.0101659297943115,0.0955197811126709,0.0635383129119873,0,98.28
1643,n,i_n,0.0906915664672851,0.1542298793792724,0.1177129745483398,0,98.28
1644,<space>,n_<space>,0.1627616882324218,0.0720701217651367,0.0978674888610839,1,98.28
1645,s,<space>_s,0.1302025318145752,0.2280700206756591,0.0601165294647216,0,98.28
1646,<backspace>,s_<backspace>,0.3855378627777099,0.4456543922424316,0.0986788272857666,0,98.28
1647,t,<backspace>_t,0.4822309017181396,0.0966930389404296,0.1019229888916015,1,98.28
1648,h,t_h,0.0939388275146484,0.0959246158599853,0.0734915733337402,0,98.28
1649,i,h_i,0.0962135791778564,0.1697051525115966,0.0823121070861816,0,98.28
1650,n,i_n,0.0872023105621337,0.1695144176483154,0.0868246555328369,0,98.28
1651,g,n_g,0.005472183227539,0.0922968387603759,0.0643019676208496,0,98.28
1652,s,START_s,0.0,0.0,0.077,0,13.64
1653,1,START_1,0.0,0.0,0.112,0,14.81
1654,1,START_1,0.0,0.0,0.087,0,15.71
1655,1,START_1,0.0,0.0,0.073,0,9.18
1656,2,START_2,0.0,0.0,0.107,0,15.19
1657,3,START_3,0.0,0.0,0.157,0,14.37
1658,4,START_4,0.0,0.0,0.152,0,11.08
1659,7,START_7,0.0,0.0,0.102,0,14.1
1660,2,START_2,0.0,0.0,0.155,0,14.94
1661,1,START_1,0.0,0.0,0.157,0,23.28
1662,2,1_2,0.001,0.158,0.099,1,23.28
1663,b,START_b,0.0,0.0,0.111,0,13.54
1664,e,b_e,0.034,0.145,0.113,1,13.54
1665,t,START_t,0.0,0.0,0.092,0,13.95
1666,h,t_h,0.002,0.094,0.078,1,13.95
1667,s,START_s,0.0,0.0,0.119,0,12.45
1668,e,s_e,0.093,0.212,0.053,1,12.45
1669,p,START_p,0.0,0.0,0.104,0,9.35
1670,r,p_r,0.104,0.208,0.075,1,9.35
1671,e,START_e,0.0,0.0,0.084,0,13.11
1672,v,e_v,0.185,0.269,0.087,1,13.11
1673,t,START_t,0.0,0.0,0.09,0,15.72
1674,y,t_y,0.08,0.17,0.056,1,15.72
1675,c,START_c,0.0,0.0,0.092,0,10.74
1676,o,c_o,0.441,0.533,0.051,1,10.74
1677,s,START_s,0.0,0.0,0.087,0,15.34
1678,u,s_u,0.267,0.354,0.084,1,15.34
1679,i,START_i,0.0,0.0,0.154,0,9.62
1680,s,i_s,0.119,0.273,0.083,1,9.62
1681,Backspace,s_Backspace,0.531,0.614,0.107,1,9.62
1682,d,Backspace_d,0.025,0.132,0.098,1,9.62
1683,b,START_b,0.0,0.0,0.0,0,0.85
1684,i,START_i,0.0,0.091,0.08,0,0.85
1685,o,i_o,0.432,0.512,0.1,1,0.85
1686,h,START,1.074,0.0,0.2116,0,46.45
1687,i,h_i,1.2219,0.1479,0.1434,1,46.45
1688,<space>,i_<space>,0.0266,0.1701,0.1455,0,46.45
1689,i,<space>_i,0.5553,0.7008,0.0742,0,46.45
1690,m,i_m,0.1323,0.2066,0.0921,0,46.45
1691,<space>,m_<space>,0.0543,0.1463,0.1262,0,46.45
1692,<shift>,<space>_<shift>,0.293,0.4192,0.2465,0,46.45
1693,n,A_n,0.2943,0.4209,0.1413,0,46.45
1694,i,n_i,0.4045,0.1102,0.1415,1,46.45
1695,t,i_t,0.0117,0.1532,0.0906,0,46.45
1696,h,t_h,0.0139,0.1044,0.095,0,46.45
1697,s,h_s,0.0982,0.1932,0.0789,0,46.45
1698,<space>,s_<space>,0.0486,0.1274,0.1176,0,46.45
1699,<shift>,<space>_<shift>,1.765,1.8827,0.2782,0,46.45
1700,i,R_i,0.0701,0.1775,0.0692,0,46.45
1701,s,i_s,0.0324,0.1016,0.1236,0,46.45
1702,h,s_h,0.0523,0.1759,0.1341,0,46.45
1703,i,h_i,0.1481,0.0958,0.1194,1,46.45
1704,<space>,i_<space>,0.0429,0.0812,0.1318,0,46.45
1705,i,<space>_i,0.0497,0.1816,0.0749,0,46.45
1706,s,i_s,0.1004,0.1752,0.1445,0,46.45
1707,<space>,s_<space>,0.1664,0.066,0.1256,1,46.45
1708,s,<space>_s,0.1662,0.2917,0.1231,0,46.45
1709,h,s_h,0.0014,0.1245,0.1036,0,46.45
1710,o,h_o,0.0622,0.1658,0.1305,0,46.45
1711,w,o_w,0.0656,0.196,0.1433,0,46.45
1712,i,w_i,0.1453,0.2886,0.063,0,46.45
1713,n,i_n,0.1269,0.1899,0.0955,0,46.45
1714,g,n_g,0.2778,0.3733,0.0878,0,46.45
1715,<space>,g_<space>,0.0809,0.1687,0.1055,0,46.45
1716,m,<space>_m,0.0594,0.1649,0.0827,0,46.45
1717,e,m_e,0.062,0.1447,0.1489,0,46.45
1718,<space>,e_<space>,0.1776,0.1156,0.0958,1,46.45
1719,h,<space>_h,0.7736,0.8694,0.1947,0,46.45
1720,i,h_i,0.9358,0.1621,0.137,1,46.45
1721,s,i_s,0.0372,0.1741,0.1956,0,46.45
1722,<space>,s_<space>,0.1517,0.1145,0.1263,1,46.45
1723,p,<space>_p,0.1864,0.3127,0.1114,0,46.45
1724,r,p_r,0.2363,0.3477,0.097,0,46.45
1725,o,r_o,0.1679,0.2649,0.0786,0,46.45
1726,j,o_j,0.1984,0.277,0.0833,0,46.45
1727,e,j_e,0.0753,0.1586,0.1201,0,46.45
1728,c,e_c,0.2638,0.384,0.122,0,46.45
1729,t,c_t,0.1558,0.2778,0.1194,0,46.45
1730,<space>,t_<space>,0.5023,0.6216,0.126,0,46.45
1731,i,<space>_i,0.0918,0.2178,0.0796,0,46.45
1732,m,i_m,0.1008,0.1805,0.0815,0,46.45
1733,<space>,m_<space>,0.0599,0.1413,0.122,0,46.45
1734,s,<space>_s,0.1634,0.2854,0.0994,0,46.45
1735,o,s_o,0.0732,0.1726,0.0902,0,46.45
1736,<space>,o_<space>,0.156,0.2462,0.1309,0,46.45
1737,e,<space>_e,0.1092,0.2401,0.0947,0,46.45
1738,x,e_x,0.3358,0.4304,0.1211,0,46.45
1739,c,x_c,0.1264,0.2474,0.1181,0,46.45
1740,i,c_i,0.1322,0.2503,0.0844,0,46.45
1741,t,i_t,0.1267,0.2112,0.1224,0,46.45
1742,e,t_e,0.2351,0.1084,0.0757,1,46.45
1743,d,e_d,0.1667,0.2424,0.1556,0,46.45
1744,<space>,d_<space>,0.2979,0.1312,0.111,1,46.45
1745,t,<space>_t,0.1599,0.2709,0.115,0,46.45
1746,o,t_o,0.0804,0.1954,0.0823,0,46.45
1747,<space>,o_<space>,0.0444,0.1267,0.1193,0,46.45
1748,s,<space>_s,0.1078,0.2271,0.1561,0,46.45
1749,e,s_e,0.256,0.1482,0.0812,1,46.45
1750,e,e_e,0.0822,0.1634,0.1169,0,46.45
1751,<space>,e_<space>,0.1164,0.2334,0.1192,0,46.45
1752,t,<space>_t,0.1297,0.2489,0.0983,0,46.45
1753,h,t_h,0.0607,0.159,0.1081,0,46.45
1754,e,h_e,0.133,0.0723,0.1611,1,46.45
1755,<space>,e_<space>,0.0496,0.0854,0.1551,0,46.45
1756,p,<space>_p,0.5451,0.7001,0.0982,0,46.45
1757,r,p_r,0.0825,0.1806,0.129,0,46.45
1758,o,r_o,0.1085,0.2375,0.0741,0,46.45
1759,i,START,0.0,0.0,0.0204486846923828,1,63.3
1760,m,i_m,0.0961339473724365,0.1165826320648193,0.1040410995483398,0,63.3
1761,<space>,m_<space>,0.008061408996582,0.1121025085449218,0.133777379989624,0,63.3
1762,u,<space>_u,0.1976912021636963,0.3314685821533203,0.0865314006805419,0,63.3
1763,s,u_s,0.042961835861206,0.129493236541748,0.1676411628723144,0,63.3
1764,e,s_e,0.156923770904541,0.1139619350433349,0.1165030002593994,1,63.3
1765,r,e_r,0.0687160491943359,0.1852190494537353,0.1716978549957275,0,63.3
1766,<space>,r_<space>,0.1982636451721191,0.1295475959777832,0.1349411010742187,1,63.3
1767,w,<space>_w,0.2035615444183349,0.3385026454925537,0.1218202114105224,0,63.3
1768,h,w_h,0.1023263931274414,0.2241466045379638,0.0880334377288818,0,63.3
1769,a,h_a,0.0333173274993896,0.1213507652282714,0.1024844646453857,0,63.3
1770,t,a_t,0.1155142784118652,0.2179987430572509,0.1191401481628418,0,63.3
1771,<space>,t_<space>,0.1720759868621826,0.0565617084503173,0.1260881423950195,1,63.3
1772,u,<space>_u,0.3369271755218506,0.4630153179168701,0.0708241462707519,0,63.3
1773,<space>,u_<space>,0.0343556404113769,0.1051797866821289,0.1129248142242431,0,63.3
1774,f,<space>_f,0.115471601486206,0.2283964157104492,0.0673470497131347,0,63.3
1775,o,f_o,0.0792906284332275,0.1466376781463623,0.0739979743957519,0,63.3
1776,n,o_n,0.1586108207702636,0.2326087951660156,0.0885417461395263,0,63.3
1777,d,n_d,0.0843017101287841,0.1728434562683105,0.1185638904571533,0,63.3
1778,<space>,d_<space>,0.1949734687805175,0.1106717586517334,0.1081597805023193,1,63.3
1779,o,<space>_o,0.1264040470123291,0.2345638275146484,0.1100885868072509,0,63.3
1780,u,o_u,0.0930466651916503,0.2031352519989013,0.0973567962646484,0,63.3
1781,t,u_t,0.1039097309112548,0.2012665271759033,0.0989093780517578,0,63.3
1782,t,START,0.0,0.0,0.109,1,50.04
1783,o,t_o,0.0495,0.1585,0.0767,0,50.04
1784,d,o_d,0.1107,0.1874,0.2106,0,50.04
1785,a,d_a,0.2638,0.1531,0.1584,1,50.04
1786,<space>,a_<space>,0.0462,0.1037,0.12,0,50.04
1787,y,<space>_y,0.03,0.15,0.0452,0,50.04
1788,<space>,y_<space>,0.2467,0.2919,0.142,0,50.04
1789,i,<space>_i,0.1091,0.2511,0.0675,0,50.04
1790,<space>,i_<space>,0.0597,0.1272,0.0774,0,50.04
1791,t,<space>_t,0.0653,0.1426,0.1109,0,50.04
1792,o,t_o,0.0721,0.183,0.0577,0,50.04
1793,l,o_l,0.0831,0.1408,0.0963,0,50.04
1794,d,l_d,0.0025,0.0988,0.1572,0,50.04
1795,<space>,d_<space>,0.0898,0.0873,0.1088,1,50.04
1796,<shift>,<space>_<shift>,0.3399,0.4487,0.2421,0,50.04
1797,i,R_i,0.0975,0.2246,0.0847,0,50.04
1798,s,i_s,0.0156,0.1002,0.1041,0,50.04
1799,h,s_h,0.032,0.1361,0.0921,0,50.04
1800,i,h_i,0.1041,0.0721,0.1181,1,50.04
1801,<space>,i_<space>,0.0819,0.102,0.1195,0,50.04
1802,w,<space>_w,0.0982,0.2177,0.1556,0,50.04
1803,e,w_e,0.2304,0.1323,0.1479,1,50.04
1804,<space>,e_<space>,0.0828,0.1062,0.1423,0,50.04
1805,w,<space>_w,0.0434,0.1857,0.1357,0,50.04
1806,i,w_i,0.0785,0.2142,0.0623,0,50.04
1807,l,i_l,0.1008,0.1631,0.058,0,50.04
1808,l,l_l,0.0671,0.1252,0.0959,0,50.04
1809,<space>,l_<space>,0.0115,0.1074,0.1363,0,50.04
1810,g,<space>_g,0.0941,0.2304,0.1208,0,50.04
1811,o,g_o,0.0087,0.1295,0.0966,0,50.04
1812,<space>,o_<space>,0.0513,0.1479,0.1278,0,50.04
1813,t,<space>_t,0.0496,0.1774,0.0996,0,50.04
1814,o,t_o,0.048,0.1477,0.0768,0,50.04
1815,<space>,o_<space>,0.0697,0.1466,0.1502,0,50.04
1816,e,<space>_e,0.0246,0.1748,0.1667,0,50.04
1817,a,e_a,0.1808,0.1562,0.0893,1,50.04
1818,t,a_t,0.1594,0.2487,0.1428,0,50.04
1819,<space>,t_<space>,0.2642,0.1048,0.1141,1,50.04
1820,<shift>,<space>_<shift>,0.7352,0.8493,0.0941,0,50.04
1821,l,<shift>_l,0.2455,0.3395,0.071,0,50.04
1822,u,l_u,0.1289,0.1998,0.0676,0,50.04
1823,n,u_n,0.1417,0.2093,0.079,0,50.04
1824,c,n_c,0.0891,0.1681,0.106,0,50.04
1825,h,c_h,0.0765,0.1825,0.0616,0,50.04
1826,<space>,h_<space>,1.9274,1.9889,0.1468,0,50.04
1827,n,<space>_n,0.6835,0.8303,0.1331,0,50.04
